js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,is-elite,is-elite href,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-content,voting-intro,vote-type,count,vote-type 2,count 2,vote-type 3,count 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,review-tags_item,icon_svg href 14
https://www.yelp.com/user_details?userid=ORwjDj54rMl2M_h0FmMEaQ,https://s3-media4.fl.yelpcdn.com/photo/A66DQ0u1sCAeDyZ1aZTZpA/60s.jpg,Zubair K.,"Chicago, IL",friends,86,reviews,493,photos,[object Object],773,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/CY7eB9iqDmbCYBYy1xVPrw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=CY7eB9iqDmbCYBYy1xVPrw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=ORwjDj54rMl2M_h0FmMEaQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ORwjDj54rMl2M_h0FmMEaQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=ORwjDj54rMl2M_h0FmMEaQ&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Zubair K.,https://www.yelp.com/following_user/remove?dst_user_id=ORwjDj54rMl2M_h0FmMEaQ&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Zubair K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/29/2016,"One of my best coffee shops in the city and thanks to Imran Shakur, one of my coffee crime partner and I hit this up a while back and the rest of history.  It is hard to come across a place like this everyday so I really get out of my way to go here whenever I am in the city.  You will enjoy coffee and non-coffee related drinks but I would recommend you steer clear from those since caffeine is where it's @.I have tried their cortado, hot chocolate, pour overs as well as cold brew and everything really is legit.  The people that work here take coffee seriously so do not take a lot of pics and disturb them while they are at work!",2 people voted for this review,Useful,1,Funny,1,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=CY7eB9iqDmbCYBYy1xVPrw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,9 check-ins,[object Object]
https://www.yelp.com/user_details?userid=X_Rv6B9SMf0eTdgzSC8mgQ,https://s3-media1.fl.yelpcdn.com/photo/E47VC1XueHJ_o0KN3-7K9g/60s.jpg,Dezarey P.,"San Antonio, TX",friends,206,reviews,84,photos,[object Object],130,,,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/gNKufBSHF4a79iotuH129A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=gNKufBSHF4a79iotuH129A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=X_Rv6B9SMf0eTdgzSC8mgQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=X_Rv6B9SMf0eTdgzSC8mgQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=X_Rv6B9SMf0eTdgzSC8mgQ&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Dezarey P.,https://www.yelp.com/following_user/remove?dst_user_id=X_Rv6B9SMf0eTdgzSC8mgQ&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Dezarey P.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/24/2017,Such a badass spot all 80s themed! Ordered the honey bear latte I believe it was called soooo good!! Also grab some stickers they are free haha,1 person voted for this review,Useful,,Funny,,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=gNKufBSHF4a79iotuH129A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,2 check-ins,[object Object]
https://www.yelp.com/user_details?userid=92SL3GtFtPv5mYmV0p99Aw,https://s3-media3.fl.yelpcdn.com/photo/3o6EcBkHb5UfaV-Nu8JHHA/60s.jpg,Kyrie S.,"Newark, CA",friends,474,reviews,170,photos,[object Object],97,,,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/tQM_LzIX_1zTBb9A2I5clg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=tQM_LzIX_1zTBb9A2I5clg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=92SL3GtFtPv5mYmV0p99Aw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=92SL3GtFtPv5mYmV0p99Aw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=92SL3GtFtPv5mYmV0p99Aw&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Kyrie S.,https://www.yelp.com/following_user/remove?dst_user_id=92SL3GtFtPv5mYmV0p99Aw&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Kyrie S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/15/2017,"Talk about a blast to the past! This place serves up delicious coffee along with a satisfying serving of 80's nostalgia. While it may not stand out from the outside, it definitely fits in with the ambiance this place exudes, because as soon as you enter, you are transported to a cozy  laid-back cafe with amazing service and decor. When we went, it was a bit crowded and difficult to find seats with a table, yet we obtained a seat at the bar where we watched and conversed with the baristas about other great places in Wicker Park (was it obvious we were tourists?). We ordered a Koopa Troopa and Honey Bear Latte (interesting names!), and they weren't overly sweet, which I enjoyed. The latte art they put is rather ""artistic"" also, which you should be sure to appreciate... Haha.Overall, this place is definitely a must see in the Wicker Park area and is very close to the Damen Blue-Line Stop. Service is friendly and the vibe will make you want to stay and relax for a while. Once you enter the wormhole, It will be hard to escape! :)",1 person voted for this review,Useful,1,Funny,1,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=tQM_LzIX_1zTBb9A2I5clg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,1 check-in,[object Object]
https://www.yelp.com/user_details?userid=70YclZR63-BFEm4MHnpZZA,https://s3-media3.fl.yelpcdn.com/photo/W_T0xizIGxokQoHtp35dgg/60s.jpg,Lilia B.,"Chicago, IL",friends,0,reviews,12,,,,,,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/92fRB9yA1_CyqUOyVOBrig,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=92fRB9yA1_CyqUOyVOBrig&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=70YclZR63-BFEm4MHnpZZA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=70YclZR63-BFEm4MHnpZZA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=70YclZR63-BFEm4MHnpZZA&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Lilia B.,https://www.yelp.com/following_user/remove?dst_user_id=70YclZR63-BFEm4MHnpZZA&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Lilia B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,11/14/2017,"Such a cute place! I had my usual, a vanilla latte, and was not disappointed. The latte art was great and made me feel like a lot of care was put into the drink. I didn't try any pastries as I arrived a bit close to closing time, but I'm looking forward to trying some in the future. The atmosphere is great, very retro although I didn't get the full 80s vibe the shop boasts. The Back to the Future car in the back of the cafe is definitely awesome though!",Was this review …?,Useful,,Funny,,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=92fRB9yA1_CyqUOyVOBrig&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,,
https://www.yelp.com/user_details?userid=zQSiunA7C4i4oiNmekiy4g,https://s3-media3.fl.yelpcdn.com/photo/R0CUvh-51UcFVciDYW5sGw/60s.jpg,A Z Flor H.,"Hayward, CA",friends,446,reviews,257,photos,[object Object],1584,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/JAhM5TNpiACNBAnDqM7fyg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=JAhM5TNpiACNBAnDqM7fyg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=zQSiunA7C4i4oiNmekiy4g,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=zQSiunA7C4i4oiNmekiy4g&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=zQSiunA7C4i4oiNmekiy4g&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow A Z Flor H.,https://www.yelp.com/following_user/remove?dst_user_id=zQSiunA7C4i4oiNmekiy4g&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following A Z Flor H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/13/2016,"Really cute hipsterish coffee shop. Kinda has a nerdy theme with a Dalorean sitting atop the wall.They have cute decorations like Star Wars mugs and an old apple Macintosh PC here you fill up on sugar and created. The names of their drinks are pretty clever too. I believe I ordered a Koopa Troopa which had a pretty latte foam flower in my cup. Lots of seating, free wifi. And it was pretty busy for a Sunday afternoon. We sat at the bar where you can see the baristas making coffee and it looks like a science experiment when they use they're instruments. I also had a yummy blueberry lemon scone. Nice and crumbly, and messy.",1 person voted for this review,Useful,1,Funny,,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=JAhM5TNpiACNBAnDqM7fyg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,1 check-in,[object Object]
https://www.yelp.com/user_details?userid=tXBxKSUwqYpVJLsqb3RqzA,https://s3-media2.fl.yelpcdn.com/photo/3wjCd_ewIslzFe411U6bUQ/60s.jpg,Jeffrey M.,"Aurora, IL",friends,14,reviews,70,photos,[object Object],96,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/nb9fZcyaCVxw1rQtpxDC-A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=nb9fZcyaCVxw1rQtpxDC-A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=tXBxKSUwqYpVJLsqb3RqzA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=tXBxKSUwqYpVJLsqb3RqzA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=tXBxKSUwqYpVJLsqb3RqzA&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Jeffrey M.,https://www.yelp.com/following_user/remove?dst_user_id=tXBxKSUwqYpVJLsqb3RqzA&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Jeffrey M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/23/2017,"Great coffee, interesting selection. Come here for the atmosphere: 80's pop culture. Enjoy your tea with Alf lunchboxes and a Back to the Future Delorean above your head. Sit on one of the couches in the back and play Nintendo (the cool console from the late 80's). I chose Super Mario Bros. 3.",1 person voted for this review,Useful,1,Funny,,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=nb9fZcyaCVxw1rQtpxDC-A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,1 check-in,[object Object]
https://www.yelp.com/user_details?userid=pidSJja0KNHSzk_TSrwhFw,https://s3-media2.fl.yelpcdn.com/photo/QSmcUCx2ECrYIeRJ6r36eg/60s.jpg,Monika S.,"Chicago, IL",friends,144,reviews,111,photos,[object Object],14,,,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/X5iWmPX_l4t18eRiD6IeLg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=X5iWmPX_l4t18eRiD6IeLg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=pidSJja0KNHSzk_TSrwhFw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=pidSJja0KNHSzk_TSrwhFw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=pidSJja0KNHSzk_TSrwhFw&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Monika S.,https://www.yelp.com/following_user/remove?dst_user_id=pidSJja0KNHSzk_TSrwhFw&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Monika S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/7/2017,"Terrific atmosphere, superb customer service, delicious food.Mocha puffs was delectable but cinnamon toast was mediocre. I seriously liked my visit here. I will likely visit again.",voted for this review,Useful,3,Funny,1,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=X5iWmPX_l4t18eRiD6IeLg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,,
https://www.yelp.com/user_details?userid=pvfmB6wTh1X1jVj0T-5g0Q,https://s3-media1.fl.yelpcdn.com/photo/jJICdXqkz2A28SN_UyxvSQ/60s.jpg,Eric H.,"Elmhurst, IL",friends,168,reviews,159,photos,[object Object],161,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/xTNHeCmfdoAxR6YoPv1V4Q,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=xTNHeCmfdoAxR6YoPv1V4Q&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=pvfmB6wTh1X1jVj0T-5g0Q,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=pvfmB6wTh1X1jVj0T-5g0Q&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=pvfmB6wTh1X1jVj0T-5g0Q&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Eric H.,https://www.yelp.com/following_user/remove?dst_user_id=pvfmB6wTh1X1jVj0T-5g0Q&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Eric H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/24/2016,"Wormhole always has very talented baristas, quality ingredients, a perfectly hip atmosphere, and unique drink options. Last time I was there I had the Cool but Rude, a latte with ginger and curry and it was awesome! They somehow find ways of combining ingredients that no one else thinks of and create espresso masterpieces. Two other musts are the Koopa Troopa (peanut butter latte) and Honey Bear (honey latte). In terms of food, they have some pastries, cereal, and easy to grab and go savory croissants. I was pretty impressed by the ham and cheese croissant - it really hit the spot for a small tie-me-over after work but before dinner. Don't come here expecting a full meal or anything though, that's not their business.Some of the other great perks include ample working space (there are always a few web designers and graphic artists working on their laptops here), free WiFi, an awesome TV/Nintendo/couch setup to play classic games to your hearts desire, and a friggin' DeLorean floating above everything. Yeah that's right, they have a DeLorean. There are also great figurines, posters, a classic mac, and other pieces of geek history strewn around the cafe. There's also a well stocked shop for all your home coffee needs (chemex, pourovers, beans, etc.)Wormhole is definitely part of the heart of what makes Wicker Park cool, and whether stopping by on my way downtown or even driving in from the suburbs just to come here, they've always delivered consistently great coffee and a great experience.",Was this review …?,Useful,,Funny,,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=xTNHeCmfdoAxR6YoPv1V4Q&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,5 check-ins,[object Object]
https://www.yelp.com/user_details?userid=5olC3yCfdCpU-b-MV5z_MA,https://s3-media4.fl.yelpcdn.com/photo/gPdRWnYXwGuLYwIm8c4AeA/60s.jpg,Ian C.,"Peoria, IL",friends,89,reviews,257,photos,[object Object],331,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/Vyyf0DeNQ9Xf8Xaf6jheqQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=Vyyf0DeNQ9Xf8Xaf6jheqQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=5olC3yCfdCpU-b-MV5z_MA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=5olC3yCfdCpU-b-MV5z_MA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=5olC3yCfdCpU-b-MV5z_MA&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Ian C.,https://www.yelp.com/following_user/remove?dst_user_id=5olC3yCfdCpU-b-MV5z_MA&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Ian C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/23/2016,"Best coffee place so far!!!I have been trying the bazillion (roughly) coffee shops in Chicago, and this one is amazing.  Went in and first thing I saw was the Ninja Turtle greeting you at the front door.  Then I looked up, and saw Hans Solo and the DeLorean.  What a unique twist already right?Then came time to order a drink.  While some were your classic coffeehouse drinks, some were unique, in the best way possible.  The prices are great, and are very reasonable all things considered.  The service was great. Friendly, quick, and extremely pleasant and not cold and bitter like a lot of places like this in the area. This place is small looking, but deep once you enter. And in the hour I was there, never slowed down.  With the quick service however, it was never an issue having to wait for seating.",Was this review …?,Useful,,Funny,,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=Vyyf0DeNQ9Xf8Xaf6jheqQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,1 check-in,[object Object]
https://www.yelp.com/user_details?userid=DGMMXwWwt8zi1nAs5QG21w,https://s3-media2.fl.yelpcdn.com/photo/e3nyILn8C5k7AeCjK3-V3A/60s.jpg,Kristen S.,"Chesterton, IN",friends,4,reviews,31,photos,[object Object],32,,,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/Z2Bm5ArJIl9_5kc0TBurKg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=Z2Bm5ArJIl9_5kc0TBurKg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=DGMMXwWwt8zi1nAs5QG21w,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=DGMMXwWwt8zi1nAs5QG21w&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=DGMMXwWwt8zi1nAs5QG21w&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Kristen S.,https://www.yelp.com/following_user/remove?dst_user_id=DGMMXwWwt8zi1nAs5QG21w&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Kristen S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/24/2018,"A great spot to work from when you're on the run but also a great place to hang out. They have vintage seating with video games set up for a group. I worked all morning from wormhole and had the honey bear latte multiple times. If you're deciding between the Starbucks and wormhole, the vibe is very worth the extra walk down Milwaukee.",Was this review …?,Useful,,Funny,,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=Z2Bm5ArJIl9_5kc0TBurKg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,1 check-in,[object Object]
https://www.yelp.com/user_details?userid=cqbGIYux4ccc16sJrAu9kg,https://s3-media2.fl.yelpcdn.com/photo/vgoOj464L89gA9AUKP1QoA/60s.jpg,Rb G.,"Los Angeles, CA",friends,417,reviews,15,photos,[object Object],3,,,https://www.yelp.com/biz_share/jImBrAd65LeLWne9lfK2tg/review/pIroVWAREENb1iID5on1OA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=pIroVWAREENb1iID5on1OA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100&user_id=cqbGIYux4ccc16sJrAu9kg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=cqbGIYux4ccc16sJrAu9kg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Send message,https://www.yelp.com/following_user/add?dst_user_id=cqbGIYux4ccc16sJrAu9kg&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Follow Rb G.,https://www.yelp.com/following_user/remove?dst_user_id=cqbGIYux4ccc16sJrAu9kg&previous_url=https://www.yelp.com/biz/the-wormhole-coffee-chicago?start=100,Stop following Rb G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/17/2018,I got the Kuppa Troopa special and I loved it!! Also who doesn't love a spot that has a DeLorean in it!,voted for this review,Useful,1,Funny,,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=jImBrAd65LeLWne9lfK2tg&flag_id=pIroVWAREENb1iID5on1OA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-wormhole-coffee-chicago%3Fstart%3D100,Report review,,
