js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-tags_item,icon_svg href 10,review-content,photo-box-img src 2,biz-shim href,voting-intro,vote-type,vote-type 2,vote-type 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,is-elite,is-elite href,js-review-feedback-voter-list,js-review-feedback-voter-list href,count
https://www.yelp.com/user_details?userid=Da-DxSnk2--hqRYq6To5bg,https://s3-media4.fl.yelpcdn.com/photo/aPRkan0WY_h_3UuDmd1CHA/60s.jpg,Kristian R.,"Oak Park, IL",friends,197,reviews,68,photos,[object Object],28,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/ANSH4Fd-KbEjW8MXoqEX6g,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=ANSH4Fd-KbEjW8MXoqEX6g&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=Da-DxSnk2--hqRYq6To5bg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=Da-DxSnk2--hqRYq6To5bg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=Da-DxSnk2--hqRYq6To5bg&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Kristian R.,https://www.yelp.com/following_user/remove?dst_user_id=Da-DxSnk2--hqRYq6To5bg&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Kristian R.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/27/2018,,,"""People let me tell you about the best place!""Parking is a bit hard but you will always get a lucky park in the front. Let's start by saying there's a ROOFTOP! Oh. Even better?! BYOB. I usually get the pizza it's great I absolutely love this place and the customer service. They even have an ice cream shop/bakery next door. Wonderful place to go with friends during summertime Chi!",,,voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=ANSH4Fd-KbEjW8MXoqEX6g&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,Martin P. and 1 other,javascript:;,1
https://www.yelp.com/user_details?userid=tGzzbXXFp1bFTLbpMe_gng,https://s3-media3.fl.yelpcdn.com/photo/oAZ89Ii_QaZGG79RWNVDGw/60s.jpg,Joee G.,"Skokie, IL",friends,269,reviews,90,photos,[object Object],123,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/jTTpR4zBPoD8XXBO7YRLVA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=jTTpR4zBPoD8XXBO7YRLVA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=tGzzbXXFp1bFTLbpMe_gng,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=tGzzbXXFp1bFTLbpMe_gng&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=tGzzbXXFp1bFTLbpMe_gng&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Joee G.,https://www.yelp.com/following_user/remove?dst_user_id=tGzzbXXFp1bFTLbpMe_gng&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Joee G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/13/2018,,,"I've been coming here since I was a little kid and not much has changed except maybe more graffiti on the tables and walls. Neat atmosphere and there's a good mix between locals and college kids. The menu is straight forward with nothing too unusual. They are connected to their bakery and all of the bread is homemade. If you get a chance, check out their cinnamon rolls!",https://s3-media3.fl.yelpcdn.com/bphoto/GoDnpgZUTOJRdCYWhjJObw/348s.jpg,https://www.yelp.com/biz_photos/medici-on-57th-chicago?reviewid=jTTpR4zBPoD8XXBO7YRLVA&select=GoDnpgZUTOJRdCYWhjJObw,1 person voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=jTTpR4zBPoD8XXBO7YRLVA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,,1
https://www.yelp.com/user_details?userid=S2p1L6ssarZwXYxZ-9xP9g,https://s3-media1.fl.yelpcdn.com/photo/ip6d6yUYVuTtiSIkdyDKKA/60s.jpg,Terry D.,"Yorkville, IL",friends,0,reviews,13,photos,[object Object],6,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/lEuG9WOgsme1Qpdq73SVVg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=lEuG9WOgsme1Qpdq73SVVg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=S2p1L6ssarZwXYxZ-9xP9g,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=S2p1L6ssarZwXYxZ-9xP9g&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=S2p1L6ssarZwXYxZ-9xP9g&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Terry D.,https://www.yelp.com/following_user/remove?dst_user_id=S2p1L6ssarZwXYxZ-9xP9g&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Terry D.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10/8/2018,,,"Went mid-day on Sunday. Everything went well. Love the thin crust spinach, goat cheese pizza.",,,Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=lEuG9WOgsme1Qpdq73SVVg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,,,,,
https://www.yelp.com/user_details?userid=fcN7ko5x6RZ8L9RhUxeUbw,https://s3-media4.fl.yelpcdn.com/photo/796jx-u3XkAKaQcYDiZ80Q/60s.jpg,Christian C.,"Winnetka, Los Angeles, CA",friends,120,reviews,243,photos,[object Object],35,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/HarE00mLYdCGBj13D5YWyw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=HarE00mLYdCGBj13D5YWyw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=fcN7ko5x6RZ8L9RhUxeUbw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=fcN7ko5x6RZ8L9RhUxeUbw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=fcN7ko5x6RZ8L9RhUxeUbw&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Christian C.,https://www.yelp.com/following_user/remove?dst_user_id=fcN7ko5x6RZ8L9RhUxeUbw&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Christian C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/17/2018,,,"Updated Review:     Not much has changed with Medici over the years, it's still hangover food that's right up your alley if you're a nearby student with a forgivable palate.    Nestled in the heart of Chicago's liberal Hyde Park, we dined here last night with renewed expectations, nothing new happened.   Non-diverse wait staff were accommodating, but the Goat Cheese pizza was forgettable, so was the grilled tuna thingee.   Nice place to chill and converse, just don't expect great tasting food.",,,voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=HarE00mLYdCGBj13D5YWyw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,,,Latrice A.,javascript:;,1
https://www.yelp.com/user_details?userid=F1EXmxMUxFdByC8ucgt8rQ,https://s3-media1.fl.yelpcdn.com/photo/uRHkbZYB_xvuodxRqRnKBA/60s.jpg,Kayla I.,"Chicago, IL",friends,120,reviews,41,photos,[object Object],47,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/ZsetcPz8cxqRNu2sTrJz8A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=ZsetcPz8cxqRNu2sTrJz8A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=F1EXmxMUxFdByC8ucgt8rQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=F1EXmxMUxFdByC8ucgt8rQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=F1EXmxMUxFdByC8ucgt8rQ&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Kayla I.,https://www.yelp.com/following_user/remove?dst_user_id=F1EXmxMUxFdByC8ucgt8rQ&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Kayla I.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/21/2017,1 check-in,[object Object],"I live close by Medici and am a repeat customer. It's one of Hyde Park's best breakfast spots, as you'll see by the lines if you go during peak times. Despite being frequently busy, the service is always good, and the food usually comes out quickly. I always get the vegetable omelet and it's nothing revolutionary, just a good veggie omelet. The bread is made in-house and is delicious (all the baked goods I've ever tried are great). I've only ever had one bad meal here, and it was the salmon omelet. I will never order salmon from this place again, but everything else has been really good.",,,voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=ZsetcPz8cxqRNu2sTrJz8A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,Sarah S.,javascript:;,1
https://www.yelp.com/user_details?userid=Kt9B6LhMNL4sDyweC9-alw,https://s3-media4.fl.yelpcdn.com/photo/lv2pfUnX9El6eqwDqZqPmw/60s.jpg,Naiima D.,"Chicago, IL",friends,7,reviews,94,photos,[object Object],27,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/Yu3oEcJaBni-VqS5BxqDcg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=Yu3oEcJaBni-VqS5BxqDcg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=Kt9B6LhMNL4sDyweC9-alw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=Kt9B6LhMNL4sDyweC9-alw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=Kt9B6LhMNL4sDyweC9-alw&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Naiima D.,https://www.yelp.com/following_user/remove?dst_user_id=Kt9B6LhMNL4sDyweC9-alw&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Naiima D.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/10/2018,,,"I have eaten from the Medici many times!!! This past Saturday I ordered a thin crust family size Garbage pizza and a Himbersaft (sp) lemonade and had it delivered to my house. My delivery guys name was Aurelio. He was warm, nice and professional. All of my children bumrushed the door and he was very warm and not pretentious with my children. KeepAUERELIO!! He is a great addition to your staff! I had a great experience with him!!! The bell pepper on my Garbage Pizza wasn't cooked well enough for me. Maybe if you guys sauté it lightly first then add it to the pizza like 5 mins before it's done. The crust was freaking amazing! I mean stellar!!!!!! My lemonade was delicious too! Of course I will be back!! Tell Aurelio the lady who told him that she was going to Yelp about his Top Notch Service said hi!!!!",,,voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=Yu3oEcJaBni-VqS5BxqDcg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,,,Samantha C.,javascript:;,1
https://www.yelp.com/user_details?userid=a8zV_hZ5pVoJwQi1qBZEEQ,https://s3-media3.fl.yelpcdn.com/photo/XE3rycURIHoyZm7rqbtG4Q/60s.jpg,Ahmed B.,"Chicago, IL",friends,80,reviews,31,photos,[object Object],13,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/DUAUhFPGYLCRmQ-OdRskgg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=DUAUhFPGYLCRmQ-OdRskgg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=a8zV_hZ5pVoJwQi1qBZEEQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=a8zV_hZ5pVoJwQi1qBZEEQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=a8zV_hZ5pVoJwQi1qBZEEQ&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Ahmed B.,https://www.yelp.com/following_user/remove?dst_user_id=a8zV_hZ5pVoJwQi1qBZEEQ&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Ahmed B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/15/2018,,,"The food and service here is good. Nothing amazing, but it's one of the few places in Hyde Park where you can go out to eat with friends. It's usually crowded and doesn't take reservations, which can be annoying. But, the wait usually isn't long in any case. Some comments on the food. The chili cheese fries are very good. The deep dish pizza with sun dried tomato and goat cheese is also tasty (although a bit oily). I'd skip the garbage burger though.",,,Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=DUAUhFPGYLCRmQ-OdRskgg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,,,,,
https://www.yelp.com/user_details?userid=PY5w7B3zMMl4N_SbIWX_uA,https://s3-media4.fl.yelpcdn.com/photo/a7fFNPhvKXzXWK8FMAfLRw/60s.jpg,Ana R.,"Chicago, IL",friends,37,reviews,12,photo,[object Object],1,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/kZBGssSB9n45c8V8TEXaCw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=kZBGssSB9n45c8V8TEXaCw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=PY5w7B3zMMl4N_SbIWX_uA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=PY5w7B3zMMl4N_SbIWX_uA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=PY5w7B3zMMl4N_SbIWX_uA&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Ana R.,https://www.yelp.com/following_user/remove?dst_user_id=PY5w7B3zMMl4N_SbIWX_uA&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Ana R.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/7/2018,,,"Quoting my niece ""Worst pizza ever!"" Resident of Kenwood area for 18 years and have visited Medici over the years. The quality of the pizza has gone down. I thought I would give it another chance. I gambled and lost. Undercooked. Asked to have it sent back and it was returned burnt at the top and still undercooked at the bottom. How does a place mess up a simple pepperoni pizza?!?!  Why would you serve a burnt pizza?!?! Never again. Plenty of other restaurants who take pride in their food, their service, and know how to properly cook/make a pizza.",,,Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=kZBGssSB9n45c8V8TEXaCw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,,,,,
https://www.yelp.com/user_details?userid=ya3J4MgV4PKSQkFNUONPeQ,https://s3-media1.fl.yelpcdn.com/photo/cXN1FZJIkOXOOn1vzvSWpg/60s.jpg,Jen A.,"Sandy, UT",friends,52,reviews,76,photos,[object Object],58,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/WmmhXHpkBeHl3qpVpQVyyg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=WmmhXHpkBeHl3qpVpQVyyg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=ya3J4MgV4PKSQkFNUONPeQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ya3J4MgV4PKSQkFNUONPeQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=ya3J4MgV4PKSQkFNUONPeQ&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Jen A.,https://www.yelp.com/following_user/remove?dst_user_id=ya3J4MgV4PKSQkFNUONPeQ&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Jen A.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,11/18/2017,7 check-ins,[object Object],"An amazing menu and even more amazing food! The hummus was delicious and came with very fresh veggies and warm pita. I strongly recommend giving it a try.  My chicken salad croissant was the perfect blend of flavors and made fresh. The staff was very polite and attentive, my water glass was never empty! This is a place I would love to frequent.",https://s3-media1.fl.yelpcdn.com/bphoto/70Qxm0rqSjW84yAXPTUISw/348s.jpg,https://www.yelp.com/biz_photos/medici-on-57th-chicago?reviewid=WmmhXHpkBeHl3qpVpQVyyg&select=70Qxm0rqSjW84yAXPTUISw,1 person voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=WmmhXHpkBeHl3qpVpQVyyg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,,1
https://www.yelp.com/user_details?userid=BkxRZUT17xpeOgCPBqNfWg,https://s3-media2.fl.yelpcdn.com/photo/_FtFV9zDrojMNh2CSV6xEA/60s.jpg,Maya B.,"Chicago, IL",friends,342,reviews,6,photos,[object Object],2,https://www.yelp.com/biz_share/Zx87qmviYtwDOyBJah213g/review/VcLYwpR1QThKjb8cE-bJKw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=VcLYwpR1QThKjb8cE-bJKw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20&user_id=BkxRZUT17xpeOgCPBqNfWg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=BkxRZUT17xpeOgCPBqNfWg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=BkxRZUT17xpeOgCPBqNfWg&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Follow Maya B.,https://www.yelp.com/following_user/remove?dst_user_id=BkxRZUT17xpeOgCPBqNfWg&previous_url=https://www.yelp.com/biz/medici-on-57th-chicago?start=20,Stop following Maya B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/21/2018,,,I had the literal worst chai latte of my entire life here last night. It was $4 and TERRIBLE. Don't know why they think it's ok to serve such a bad drink. It was completely flavorless. It always upsets me when a place with a lot of business and experience is majorly lacking in areas-- especially when it's listed prominently on the menu! True North next store has way better drinks. Been coming here my whole life and feel like it has gone downhill over the years. The sandwiches are great but everything else is sub par. It used to be my fav pizza ever but it's not what it used to be,,,1 person voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=Zx87qmviYtwDOyBJah213g&flag_id=VcLYwpR1QThKjb8cE-bJKw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedici-on-57th-chicago%3Fstart%3D20,Report review,,,,,1
