js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,is-elite,is-elite href,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-content,voting-intro,vote-type,count,vote-type 2,vote-type 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,photo-box-img src 2,biz-shim href,photo-box-img src 3,biz-shim href 2,review-tags_item,icon_svg href 14,count 2,count 3,photo-box-overlay_caption
https://www.yelp.com/user_details?userid=8q6vJuhgs4e8jf5FkSMybA,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Jin L.,"Manhattan, New York, NY",friends,0,review,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.yelp.com/user_details?userid=ysdVbzfLeIuZbrJ6jg8Kkg,https://s3-media3.fl.yelpcdn.com/photo/V3KS5R6AirMyA4Mu6mIsDQ/60s.jpg,Tucker F.,"Portland, OR",friend,1,reviews,3,photos,[object Object],5,,,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/t88gpg8VFSdhvy9vQNr64A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=t88gpg8VFSdhvy9vQNr64A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=ysdVbzfLeIuZbrJ6jg8Kkg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ysdVbzfLeIuZbrJ6jg8Kkg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=ysdVbzfLeIuZbrJ6jg8Kkg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Tucker F.,https://www.yelp.com/following_user/remove?dst_user_id=ysdVbzfLeIuZbrJ6jg8Kkg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Tucker F.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/4/2018,"Solid coffee shop with a cool vibe. Open space with room for studying or reading--it probably seats around 25 people. Outside seating is available. Overall good experience. The coffee itself was pretty good--they roast their own beans which is always a plus, considering they have control over their flavors. The only reason I gave it four stars is because I've had better coffee from other roasteries. With that being said, if you're just looking for a good cup of coffee, this will be a good experience.",Was this review …?,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=t88gpg8VFSdhvy9vQNr64A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,https://s3-media4.fl.yelpcdn.com/bphoto/RkPlyIfcYgM4vWy8RfYThA/168s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=t88gpg8VFSdhvy9vQNr64A&select=RkPlyIfcYgM4vWy8RfYThA,https://s3-media4.fl.yelpcdn.com/bphoto/IYc5jCW0kPlZMVwEgYAD3g/168s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=t88gpg8VFSdhvy9vQNr64A&select=IYc5jCW0kPlZMVwEgYAD3g,,,,,
https://www.yelp.com/user_details?userid=Nr2nibp1Oya1MPsuAgqB9A,https://s3-media4.fl.yelpcdn.com/photo/SMoqDau6UNFAhEfjJR3tWQ/60s.jpg,Alice W.,"Fairfax, VA",friends,518,reviews,754,photos,[object Object],2372,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/pt-7gO_61zTjGzVGl9LblA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=pt-7gO_61zTjGzVGl9LblA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=Nr2nibp1Oya1MPsuAgqB9A,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=Nr2nibp1Oya1MPsuAgqB9A&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=Nr2nibp1Oya1MPsuAgqB9A&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Alice W.,https://www.yelp.com/following_user/remove?dst_user_id=Nr2nibp1Oya1MPsuAgqB9A&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Alice W.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/15/2017,"It has become tradition for me to visit an independent coffee shop in any city I travel to. I'm a big fan of Chemex/pour-over coffee, and I absolutely love third-wave coffee roasters and independent coffeeshops. I've had all the ""Big Three of Third Wave Coffee"" coffees - Stumptown, Intelligentsia, and Counter Culture - but this was my first time visiting a standalone Intelligentsia Coffee shop.This Intelligentsia was only a mere block from Millennium Park, so it was very conveniently located. I like the industrial feel which didn't diminish the coziness of the shop. There's a large coffee bar, behind which the baristas work their magic. There's a handful of seats available, but it can definitely fill up quick. If you are a fan of Chemex, V60, Siphon, and Cafe Solo, you will be satisfied with Intelligentsia's offerings. They also have espresso, cold brew iced coffee, chai, loose leaf tea, iced tea, matcha latte, and hot chocolate. I had their Chemex and their matcha latte, and both were fantastic. The baristas take great care in crafting the perfect cup for you. I like that for Chemex, they'll give you a cup of the brewed coffee and an additional decanter of extra coffee on a wooden tray. Free WiFi too!",5 people voted for this review,Useful,5,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=pt-7gO_61zTjGzVGl9LblA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,https://s3-media3.fl.yelpcdn.com/bphoto/9w5XwaSFsruTGuCnMP_O3A/348s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=pt-7gO_61zTjGzVGl9LblA&select=9w5XwaSFsruTGuCnMP_O3A,https://s3-media2.fl.yelpcdn.com/bphoto/bw-NbilcZwvoiR3raTEBbQ/168s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=pt-7gO_61zTjGzVGl9LblA&select=bw-NbilcZwvoiR3raTEBbQ,1 check-in,[object Object],1,3,Matcha latte
https://www.yelp.com/user_details?userid=lJLczoqK1cYZu98cQGniNw,https://s3-media1.fl.yelpcdn.com/photo/zWnRsGt0cuASudB4Ef_XRQ/60s.jpg,Anna S.,"Orlando, FL",friends,22,reviews,12,photos,[object Object],44,,,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/GehbsYnara6PknvX07QzUA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=GehbsYnara6PknvX07QzUA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=lJLczoqK1cYZu98cQGniNw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=lJLczoqK1cYZu98cQGniNw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=lJLczoqK1cYZu98cQGniNw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Anna S.,https://www.yelp.com/following_user/remove?dst_user_id=lJLczoqK1cYZu98cQGniNw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Anna S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/15/2018,"Ordered a mocha ""for here"" and it came in a great big cup, had some fun latte art, and was just the right amount of chocolate and coffee. Since visiting Chicago, my palate has definitely changed and I am not in desperate need for there to be a sweet component to my coffee anymore. With that said, the bittersweet of this mocha hit the spot, and anyone who may want to hit that chocolate and coffee fix in one go, this is the way to do it.The coffee shop has bar seating as well as lower sitting tables to meet a variety of needs, whether you just need a place to stand or if you're wanting to spend the afternoon there.",Was this review …?,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=GehbsYnara6PknvX07QzUA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,,,,,1 check-in,[object Object],,,
https://www.yelp.com/user_details?userid=I9PtvPqhhanls0c8Q5KRgw,https://s3-media4.fl.yelpcdn.com/photo/zEPJc0NZbl8jDsNEWceZDw/60s.jpg,Linda R.,"Hermosa Beach, CA",friends,91,reviews,148,photos,[object Object],606,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/GIZ30Whlsuu1WTJVT7Vshg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=GIZ30Whlsuu1WTJVT7Vshg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=I9PtvPqhhanls0c8Q5KRgw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=I9PtvPqhhanls0c8Q5KRgw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=I9PtvPqhhanls0c8Q5KRgw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Linda R.,https://www.yelp.com/following_user/remove?dst_user_id=I9PtvPqhhanls0c8Q5KRgw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Linda R.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/4/2017,I was in need of a good cup of coffee. I knew Intelligentsia was the place I wanted to go. Quiet little place. Only a few people with their laptops out.. a few tables of friends catching up.. ya know like how grabbing coffee used to be. Countertop areas for the solo coffee Connoisseur.. light pastries to accompany your coffee or tea.. brightly lit. As for the explanation of the type of coffee used in my latte... it didn't happen.. only reason for the 4 star review.,1 person voted for this review,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=GIZ30Whlsuu1WTJVT7Vshg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,https://s3-media2.fl.yelpcdn.com/bphoto/-mltPJVhtrSyZ7El23iSCQ/168s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=GIZ30Whlsuu1WTJVT7Vshg&select=-mltPJVhtrSyZ7El23iSCQ,https://s3-media1.fl.yelpcdn.com/bphoto/wpY5wvJcQP_Mdm2xGzhIrg/168s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=GIZ30Whlsuu1WTJVT7Vshg&select=wpY5wvJcQP_Mdm2xGzhIrg,1 check-in,[object Object],1,,Latte has my heart.. calming atmosphere
https://www.yelp.com/user_details?userid=OH93UQIpOSHdYH86UEflhw,https://s3-media4.fl.yelpcdn.com/photo/TPdOLyOcuYSEN7qiWa1w0w/60s.jpg,Kate S.,"Baltimore, MD",friends,109,reviews,371,photos,[object Object],764,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/Tedo4ZeK6sSYp9LBJ9Tmiw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=Tedo4ZeK6sSYp9LBJ9Tmiw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=OH93UQIpOSHdYH86UEflhw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=OH93UQIpOSHdYH86UEflhw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=OH93UQIpOSHdYH86UEflhw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Kate S.,https://www.yelp.com/following_user/remove?dst_user_id=OH93UQIpOSHdYH86UEflhw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Kate S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/30/2016,"INTELLIGENTSIA! I've finally made it! I first heard about Intelligentsia while watching the documentary ""Barista"". I immediately knew that this was one of *the* places to go if you want legit coffee from legit baristas (I'm sorry Starbucks, I promise I'll return to basic once I get back home!). The Black Cat cappuccino was absolutely divine! Perfect ratio of espresso, milk, and foam and beautiful presentation. I also tried just the Black Cat espresso and it was smoooooth! This location is a short walk from Millennium Park and the baristas were very professional and friendly. Seating is limited and the place can get pretty packed during peak hours, but don't let that deter you from trying Chicago's best coffee!",2 people voted for this review,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=Tedo4ZeK6sSYp9LBJ9Tmiw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,https://s3-media2.fl.yelpcdn.com/bphoto/-YBgTwM6GaOPc_kPkkDcJw/348s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=Tedo4ZeK6sSYp9LBJ9Tmiw&select=-YBgTwM6GaOPc_kPkkDcJw,,,1 check-in,[object Object],,2,Black Cat Cappuccino - $3.50
https://www.yelp.com/user_details?userid=snodWWXqIDcmnvDW5xHPbQ,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Julie O.,"Chicago, IL",friends,101,reviews,94,photos,[object Object],3,,,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/AkAcwfPW4PfCNv5lj-_5Gw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=AkAcwfPW4PfCNv5lj-_5Gw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=snodWWXqIDcmnvDW5xHPbQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=snodWWXqIDcmnvDW5xHPbQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=snodWWXqIDcmnvDW5xHPbQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Julie O.,https://www.yelp.com/following_user/remove?dst_user_id=snodWWXqIDcmnvDW5xHPbQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Julie O.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/25/2018,"This place is the WORST. One of their employees is pissed off all the time, refuses to make eye contact or be pleasant, and literally scowls at patrons. How does someone like this remain employed? Additionally, everything takes forever and a day. And the drinks are gross. The cream is subpar, the coffee itself is bitter and reddish colored, and their specialty drinks are even worse. My iced mocha had clumps of chocolate in it. Wtf? Avoid this place at all costs.",Was this review …?,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=AkAcwfPW4PfCNv5lj-_5Gw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,,,,,,,,,
https://www.yelp.com/user_details?userid=d9YKKN9NHPQSNr1eG8sJKw,https://s3-media2.fl.yelpcdn.com/photo/V1Q6XNQ1ETBJcwi3--tXdQ/60s.jpg,Dave K.,"Vancouver, Canada",friends,0,review,1,,,,,,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/9p8gVTVAEBj5K_zxj-_HCw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=9p8gVTVAEBj5K_zxj-_HCw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=d9YKKN9NHPQSNr1eG8sJKw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=d9YKKN9NHPQSNr1eG8sJKw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=d9YKKN9NHPQSNr1eG8sJKw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Dave K.,https://www.yelp.com/following_user/remove?dst_user_id=d9YKKN9NHPQSNr1eG8sJKw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Dave K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/10/2018,"Had a Chai Latte, which was perfectly balanced. Delicious foam. Savory scone was nice and tasty.",Was this review …?,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=9p8gVTVAEBj5K_zxj-_HCw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,,,,,,,,,
https://www.yelp.com/user_details?userid=AfAvEKggpPpgifmKdHQRTw,https://s3-media3.fl.yelpcdn.com/photo/Vl_aivoxkd4XisG6yiSVKw/60s.jpg,Ian H.,"Chicago, IL",friends,226,reviews,94,photos,[object Object],101,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/8cnQFfEmQSsO4OVUo5arxg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=8cnQFfEmQSsO4OVUo5arxg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=AfAvEKggpPpgifmKdHQRTw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=AfAvEKggpPpgifmKdHQRTw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=AfAvEKggpPpgifmKdHQRTw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Ian H.,https://www.yelp.com/following_user/remove?dst_user_id=AfAvEKggpPpgifmKdHQRTw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Ian H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/20/2017,"The oat latte is what people search for their entire lives. It's a latte so perfectly crafted it deserves to be in sears. Get it? Craftsman? No. Okay. But seriously, try it iced. It's just so yum.",1 person voted for this review,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=8cnQFfEmQSsO4OVUo5arxg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,https://s3-media4.fl.yelpcdn.com/bphoto/KKFSAE3SWksmq0eNF-xOGg/348s.jpg,https://www.yelp.com/biz_photos/intelligentsia-coffee-chicago-8?reviewid=8cnQFfEmQSsO4OVUo5arxg&select=KKFSAE3SWksmq0eNF-xOGg,,,1 check-in,[object Object],,1,Iced Oat Latte
https://www.yelp.com/user_details?userid=nUMSYO5WWakcOmPcgcOlGg,https://s3-media3.fl.yelpcdn.com/photo/XmCq49dmPdk9vlC3EwPqzg/60s.jpg,Nina P.,"South Side, Chicago, IL",friends,17,reviews,55,photo,[object Object],1,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/h1OHzkX0gociyogUc2NyUw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=h1OHzkX0gociyogUc2NyUw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=nUMSYO5WWakcOmPcgcOlGg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=nUMSYO5WWakcOmPcgcOlGg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=nUMSYO5WWakcOmPcgcOlGg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow Nina P.,https://www.yelp.com/following_user/remove?dst_user_id=nUMSYO5WWakcOmPcgcOlGg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following Nina P.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/18/2017,I honestly can say that the customer service is awesome and the meals are great.My buddy tried black cat cappuccino and I purchased mocha latte which I find very good. I had a little sip of what he purchased and think it is average.Had a good time! I likely will return.,Was this review …?,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=h1OHzkX0gociyogUc2NyUw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,,,,,,,,,
https://www.yelp.com/user_details?userid=D5rKAJVCkMECysPKwxfrhQ,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,m y.,"Washington, DC",friends,0,reviews,46,photos,[object Object],2,,,https://www.yelp.com/biz_share/kWOELNlUM14bv0m-slvq6A/review/EvZ-7JOcREYAjiF_eaJfyg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=EvZ-7JOcREYAjiF_eaJfyg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20&user_id=D5rKAJVCkMECysPKwxfrhQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=D5rKAJVCkMECysPKwxfrhQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=D5rKAJVCkMECysPKwxfrhQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Follow m y.,https://www.yelp.com/following_user/remove?dst_user_id=D5rKAJVCkMECysPKwxfrhQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-8?start=20,Stop following m y.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/24/2018,My latte was pretty good. The latte art is always a nice bonus. I wish they had almond milk as a milk substitute.,Was this review …?,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=kWOELNlUM14bv0m-slvq6A&flag_id=EvZ-7JOcREYAjiF_eaJfyg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-8%3Fstart%3D20,Report review,,,,,,,,,
