js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,is-elite,is-elite href,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-content,voting-intro,js-review-feedback-voter-list,js-review-feedback-voter-list href,vote-type,count,vote-type 2,vote-type 3,count 2,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip
https://www.yelp.com/user_details?userid=gnIQjAes5uin4iIIZWtHkA,https://s3-media3.fl.yelpcdn.com/photo/0oQeo1iJu4JSZxry7oVFMw/60s.jpg,Dan H.,"Mount Prospect, IL",friends,324,reviews,370,photos,[object Object],888,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/YsjT5BRCsWupLOnbX2RvoQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=YsjT5BRCsWupLOnbX2RvoQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=gnIQjAes5uin4iIIZWtHkA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=gnIQjAes5uin4iIIZWtHkA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=gnIQjAes5uin4iIIZWtHkA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Dan H.,https://www.yelp.com/following_user/remove?dst_user_id=gnIQjAes5uin4iIIZWtHkA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Dan H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/26/2017,"We stopped here because they had juices and smoothies listed on their online menu and I am juicing. However, after a half hour wait at the crowded counter area in the back we were informed that they don't have any smoothies and only commercial juices. So I starved while my wife ordered an East of Eden sandwich, which she loved. Hence the five star. It's just two old houses that have only been mildly upgraded and turned into cafes with a bunch of wooden antique tables and chairs thrown together in a very bohemian mishmash. It works. Everyone is ontop of everyone else but it's an intelligentsia crowd and everyone just pretends like nobody else is there. I'll come back when I'm eating solid food again.",3 people voted for this review,,,Useful,3,Funny,Cool,2,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=YsjT5BRCsWupLOnbX2RvoQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=IFrhpfldfjMy5JhWZzEODw,https://s3-media4.fl.yelpcdn.com/photo/oBlVJUqejjor62Ye4sJXGw/60s.jpg,Danielle P.,"Lakeview, Chicago, IL",friends,9,reviews,25,photos,[object Object],3,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/qKl4xeuj45ZSeUPyH_UnTg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=qKl4xeuj45ZSeUPyH_UnTg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=IFrhpfldfjMy5JhWZzEODw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=IFrhpfldfjMy5JhWZzEODw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=IFrhpfldfjMy5JhWZzEODw&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Danielle P.,https://www.yelp.com/following_user/remove?dst_user_id=IFrhpfldfjMy5JhWZzEODw&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Danielle P.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10/22/2017,"I had heard of this place but didn't realize how close it was to my apartment. As a graduate student, I was looking for a nearby place to get some good coffee and spend a few hours studying and the Bourgeois Pig nailed it! During our time there, we had two lattes, a PSL, and a drip coffee. All were very good, but I do wish they had been in actual mugs rather than to-go cups. Just a personal preference and perhaps they were too busy to have time to bus and wash dishes. I ordered a breakfast panini and my partner the deluxe waffle. The panini had crazy delicious ham and was very tasty and filling, though I see now I was never offered a tomato as promised and it came with the tiniest side of fruit. My partner was a bit disappointed with the ""deluxe""part of her waffle as it was pretty lackluster, but I personally think ordering waffles at a restaurant will never result in satisfaction. I would say stick to the sandwiches here as it seems to be their forte. Our food came out in a reasonable amount of time considering it was a busy Saturday morning. Maybe twenty minutes tops? I also need to mention the baked goods they had to offer looked very good. I plan on trying a scone next visit for sure. While I picked on a few things above, what really gets this place 5 stars is the delicious coffee and the ample space to study in a unique and relaxing environment. Don't be fooled by the small space where you order food and drinks. They have an adorable patio, another space next door, and ANOTHER space upstairs to that. The ambience is great and you can find a bustling spot or a quiet corner with some lovely jazz playing above it all. There is PLENTY of room and if you order food and head next door, the server will come find you to deliver it. Hopefully management will be able to fix what other Yelpers have mentioned regarding wait times and also make sure no shortcuts are taken when it comes to their food and coffee. For now, I stick with my 5 stars and will be back to enjoy the cafe again.",voted for this review,Ricky L.,javascript:;,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=qKl4xeuj45ZSeUPyH_UnTg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=6D8rvQwW4lIDGyu3ncSEvA,https://s3-media4.fl.yelpcdn.com/photo/8gFP5UTsHHLnjjL_id7q_g/60s.jpg,Sowmitra N.,"Chicago, IL",friends,40,reviews,11,,,,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/CKcEDkM8Ed5ezS0Rstd5Wg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=CKcEDkM8Ed5ezS0Rstd5Wg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=6D8rvQwW4lIDGyu3ncSEvA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=6D8rvQwW4lIDGyu3ncSEvA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=6D8rvQwW4lIDGyu3ncSEvA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Sowmitra N.,https://www.yelp.com/following_user/remove?dst_user_id=6D8rvQwW4lIDGyu3ncSEvA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Sowmitra N.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/26/2018,"Love the vibe in this place, very hipster-y and quaint. The coffee tastes average is priced basically like any other hipster coffee shop. I'd mostly come back here to relax and lay back. Oh yea, and terrible service. Took about 20-25 mins just to take an order.",Was this review …?,,,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=CKcEDkM8Ed5ezS0Rstd5Wg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=q3RvZyuWUNtMueZgODtI9Q,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Ed H.,"Chicago, IL",friends,5,reviews,7,,,,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/uJI9o9JRhGYMLpdKZ1CGeg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=uJI9o9JRhGYMLpdKZ1CGeg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=q3RvZyuWUNtMueZgODtI9Q,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=q3RvZyuWUNtMueZgODtI9Q&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=q3RvZyuWUNtMueZgODtI9Q&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Ed H.,https://www.yelp.com/following_user/remove?dst_user_id=q3RvZyuWUNtMueZgODtI9Q&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Ed H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/6/2018,"I love this place!! The  sandwiches are awesome, the cookies scones and muffins are fresh baked, and I think they have the best coffee in the city. Also some of the most reasonable prices in Lincoln Park!",Was this review …?,,,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=uJI9o9JRhGYMLpdKZ1CGeg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=7e7jPoCFwbsxCn_RJeYgSw,https://s3-media4.fl.yelpcdn.com/photo/Bh3_8jV2CyotPTAXjuBqUA/60s.jpg,Omar S.,"Paris, France",friends,0,reviews,3,,,,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/XZAZmnfZ6xODxh9N-3RrIA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=XZAZmnfZ6xODxh9N-3RrIA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=7e7jPoCFwbsxCn_RJeYgSw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=7e7jPoCFwbsxCn_RJeYgSw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=7e7jPoCFwbsxCn_RJeYgSw&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Omar S.,https://www.yelp.com/following_user/remove?dst_user_id=7e7jPoCFwbsxCn_RJeYgSw&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Omar S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/10/2017,"I used to love this place, but it's taken a plunge since two years ago. And just when I thought it couldn't get worse, I went there two days ago. The place is like a post-apocalyptic scene, barely anyone there, and a confused-looking barista behind the counter. I asked for a drop coffee, they said they could make me an americano.  No, I would like a drip. Sorry but we're closing soon. It was 5:30 PM on a Monday. This is a cafe that usually stays open till 10, even in the summer, but they keep changing and shortening their hours every other week. It's just so sad. The last four times I've been here, the drip has always been cold, the barista confused and forgetful, and the place a mess.",voted for this review,Chris R. and 1 other,javascript:;,Useful,2,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=XZAZmnfZ6xODxh9N-3RrIA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=4oRXyt1F_l3LRZGcK_1_2w,https://s3-media2.fl.yelpcdn.com/photo/cSj6aQslhkyyFB6kQyN5Ww/60s.jpg,Adele F.,"Chicago, IL",friends,110,reviews,11,,[object Object],,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/bNJPmd-EpzjmHE9xDoO_6A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=bNJPmd-EpzjmHE9xDoO_6A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=4oRXyt1F_l3LRZGcK_1_2w,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=4oRXyt1F_l3LRZGcK_1_2w&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=4oRXyt1F_l3LRZGcK_1_2w&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Adele F.,https://www.yelp.com/following_user/remove?dst_user_id=4oRXyt1F_l3LRZGcK_1_2w&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Adele F.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/14/2017,"I've gotten food for take out here a few times (chicken parm panini, veggie panini, great gatsby) and they were average -- so I have been on the fence for a little while.    Today, I went to get a breakfast sandwich. It took 45+ minutes, and it is somehow missing ingredients and cold! I am probably not coming back.",Was this review …?,,,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=bNJPmd-EpzjmHE9xDoO_6A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=HvhfrUHyPZiz6K6BnuFqxA,https://s3-media1.fl.yelpcdn.com/photo/zsPzALtVvsuv94tRybSjgg/60s.jpg,Albert K.,"Chicago, IL",friends,0,reviews,3,photo,[object Object],1,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/dTEYKF5RZcW0gN_x44wtPA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=dTEYKF5RZcW0gN_x44wtPA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=HvhfrUHyPZiz6K6BnuFqxA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=HvhfrUHyPZiz6K6BnuFqxA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=HvhfrUHyPZiz6K6BnuFqxA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Albert K.,https://www.yelp.com/following_user/remove?dst_user_id=HvhfrUHyPZiz6K6BnuFqxA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Albert K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/31/2018,"I love this place, I come here at least once a week, they've got a great espresso, my favorite thing to get is their Jamaican Latte, I'm a big fan of the warm allspice flavor. They've got a great location right off the Fullerton CTA stop, cute and trendy interior, outdoor seating is plentiful and beautiful in the spring and summer. My only qualm is with their pastries, most of them seem like their store bought, but I usually don't get em anyways. Their sandwiches, however, are phenomenal, but a bit pricey. If you're a cheapo like me, they've got premade half sandwiches that run a lot cheaper, but are still pretty bomb.",Was this review …?,,,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=dTEYKF5RZcW0gN_x44wtPA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=tmMHFca4qhs2TKwxDMKxCA,https://s3-media3.fl.yelpcdn.com/photo/W82_iAZGtX_eOwgLXyIvXQ/60s.jpg,Mark S.,"Chicago, IL",friends,154,reviews,73,photos,[object Object],129,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/35crFL06Pvr_hD0ZAMnLOw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=35crFL06Pvr_hD0ZAMnLOw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=tmMHFca4qhs2TKwxDMKxCA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=tmMHFca4qhs2TKwxDMKxCA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=tmMHFca4qhs2TKwxDMKxCA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Mark S.,https://www.yelp.com/following_user/remove?dst_user_id=tmMHFca4qhs2TKwxDMKxCA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Mark S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/27/2017,"I've been here twice before. Once approximately two years ago, and other time just this past week.I really enjoy the atmosphere/ambience. The decor reminds me somewhat of 1910s/1920s America, and I think it's a very cute place to study or even have a coffee date. However, the most recent time that I was here, the service was disastrously slow, likely due to a problem with understaffing. One single worker was running the cash register, making the drinks, and bringing the food to the tables. There were about 10-12 people in front of me in line when I arrived, and 15 minutes later, only three of them had been helped. I wouldn't say that I'm an impatient person, but it felt absurd to have to wait that long to put in an order (and with 7 more people to be helped before me, was likely going to take quite a while longer). Needless to say, I ended up leaving because it was just too slow.Last time I was here, it didn't seem to be this way. I remember the line moving quickly, and getting my coffee without any issue. They really should hire some more people.",voted for this review,Miguel M.,javascript:;,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=35crFL06Pvr_hD0ZAMnLOw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=NTRYDE-JW4EUzM0_Yqf0Tw,https://s3-media4.fl.yelpcdn.com/photo/R2AEMY6P5iTpVfNrr6ptYA/60s.jpg,SAM A.,"Chicago, IL",friends,65,reviews,11,,,,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/QJ_3adzxskshUeGmyhRt8Q,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=QJ_3adzxskshUeGmyhRt8Q&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=NTRYDE-JW4EUzM0_Yqf0Tw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=NTRYDE-JW4EUzM0_Yqf0Tw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=NTRYDE-JW4EUzM0_Yqf0Tw&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow SAM A.,https://www.yelp.com/following_user/remove?dst_user_id=NTRYDE-JW4EUzM0_Yqf0Tw&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following SAM A.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,11/3/2017,"Very cozy. Great service.  Delicious food. You can't go wrong. I live their coffee, cookies, and sandwiches.",Was this review …?,,,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=QJ_3adzxskshUeGmyhRt8Q&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=qnuEz2_lxrkyxeGlhQsmHg,https://s3-media2.fl.yelpcdn.com/photo/hQUoyBV77cEHFI82IhRQjA/60s.jpg,Anon A.,"Chicago, IL",friends,168,reviews,12,photos,[object Object],2,,,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/VbFGurHVM9Py2oHXjfEK_g,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=VbFGurHVM9Py2oHXjfEK_g&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=qnuEz2_lxrkyxeGlhQsmHg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=qnuEz2_lxrkyxeGlhQsmHg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=qnuEz2_lxrkyxeGlhQsmHg&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Anon A.,https://www.yelp.com/following_user/remove?dst_user_id=qnuEz2_lxrkyxeGlhQsmHg&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Anon A.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/25/2018,They should disclose somewhere that their kitchen opens at 8 am . I arrived around opening time which is 7 am and wasn't able to grab a bite before work. Slightly disappointed considering I used my only hour to drive to this place when I could've went elsewhere .,Was this review …?,,,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=VbFGurHVM9Py2oHXjfEK_g&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
https://www.yelp.com/user_details?userid=trNDVh96zk1W3zKLl2hQLA,https://s3-media3.fl.yelpcdn.com/photo/23xR_YsFdFNx3kyTn-JNZQ/60s.jpg,Renee H.,"Chicago, IL",friends,347,reviews,333,photos,[object Object],1127,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/3aoCOA9tc3Nhi2swyhR-1Q/review/6P4jQkt4au0V8_1-bA-weA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=6P4jQkt4au0V8_1-bA-weA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20&user_id=trNDVh96zk1W3zKLl2hQLA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=trNDVh96zk1W3zKLl2hQLA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=trNDVh96zk1W3zKLl2hQLA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Follow Renee H.,https://www.yelp.com/following_user/remove?dst_user_id=trNDVh96zk1W3zKLl2hQLA&previous_url=https://www.yelp.com/biz/bourgeois-pig-cafe-chicago?start=20,Stop following Renee H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/21/2017,Visited during a weekend lunch hour. Nice outdoor seating and the service is friendly. The food is really good. I noticed a lot of people ordering the iced coffees. I love the atmosphere here. The sandwiches we ordered were hot and fresh and really yummy! They have a lot of cool different flavors.,2 people voted for this review,,,Useful,1,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=3aoCOA9tc3Nhi2swyhR-1Q&flag_id=6P4jQkt4au0V8_1-bA-weA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fbourgeois-pig-cafe-chicago%3Fstart%3D20,Report review
