js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-tags_item,icon_svg href 10,review-content,voting-intro,vote-type,vote-type 2,vote-type 3,count,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,is-elite,is-elite href,photo-box-img src 2,count 2,count 3
https://www.yelp.com/user_details?userid=8q6vJuhgs4e8jf5FkSMybA,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Jin L.,"Manhattan, New York, NY",friends,0,review,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.yelp.com/user_details?userid=PGeiszoVusiv0wTHVdWklA,https://s3-media4.fl.yelpcdn.com/photo/yNwwtcE2dXn1b_eILfjtFg/60s.jpg,Soleil S.,"Mississauga, Canada",friends,395,reviews,1048,photos,[object Object],3351,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/iqHDXe28GMtBJ9hk7eIduw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=iqHDXe28GMtBJ9hk7eIduw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=PGeiszoVusiv0wTHVdWklA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=PGeiszoVusiv0wTHVdWklA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=PGeiszoVusiv0wTHVdWklA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Soleil S.,https://www.yelp.com/following_user/remove?dst_user_id=PGeiszoVusiv0wTHVdWklA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Soleil S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/26/2016,,,"I was so excited to finally try Intelligentsia coffee after hearing about them for years.  I arrived early Sunday morning on Mother's Day and they were giving away a free flower to all women ... Either to recognize them as mothers or to give it to their mothers.  This is a thoughtful touch. The cafe itself is bright, open, and have a few tables and chairs to sit.  In general, great atmosphere and their service was friendly enough. The barista helped me choose the right coffee for me as i described my preferred type... Medium Bold with low acidity.  I got the coffee and walked out the door when I took my first sip.  It ... Was not good.  It was quite confusing.  It was heavily diluted while still having a strong vinegar note and a slight bitter note.  I gave it to my friend to try and seeing their reaction, I knew this wasn't my imagination.  I attempted to drink it again and couldn't.  I eventually opened the cup and noticed there was a decent amount of grinds and yet somehow the coffee was light in colour.  I'm sure this was a mistake ... I ended up throwing it away after the 2 sips.  We ended up going to gaslight roasters down the street.  They had a good coffee but their service wasn't good.Perhaps I'll give intelligentsia another chance next time but it's hard when you have Bowtruss and Caffe Umbria as its competitors.",1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=iqHDXe28GMtBJ9hk7eIduw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,1,
https://www.yelp.com/user_details?userid=4TCOItk-gIJROyNA5ftZ-Q,https://s3-media3.fl.yelpcdn.com/photo/yNYEAWGAaEj1EVom7KTTaQ/60s.jpg,Alma C.,"Providence, RI",friends,2227,reviews,993,photos,[object Object],7474,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/pRQx61GdN2g2uU1ZcvAU9g,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=pRQx61GdN2g2uU1ZcvAU9g&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=4TCOItk-gIJROyNA5ftZ-Q,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=4TCOItk-gIJROyNA5ftZ-Q&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=4TCOItk-gIJROyNA5ftZ-Q&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Alma C.,https://www.yelp.com/following_user/remove?dst_user_id=4TCOItk-gIJROyNA5ftZ-Q&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Alma C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/20/2014,4 check-ins,[object Object],"Imagine this true scenario:Just landed at Midway airport. Awake since 3am ET. More hungry than thirsty, more tired than hungry, more impatient than tired. Final destination is 20-75 minutes in the opposite direction of this particular Intelligentsia which is currently 27 minutes away not counting the unpredictable traffic or crusty weather. After grabbing a rental vehicle, the obvious decision on where to go next is made....Which is this Intelligentsia, obviously. My fave Intelligentsia on Randolph doesn't have easy enough parking.Anyone that complains about matters inconsequential to the coffee lacks appreciation for the, at times, inconvenient reality of chasing expertly created espresso.",6 people voted for this review,Useful,Funny,Cool,4,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=pRQx61GdN2g2uU1ZcvAU9g&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,https://s3-media3.fl.yelpcdn.com/bphoto/ufmEljLG4ZtJeQn2Fvb54A/348s.jpg,3,3
https://www.yelp.com/user_details?userid=LWqVyiqPI1Rej4nWI0lROA,https://s3-media4.fl.yelpcdn.com/photo/cg4LsihA16rYDbxfHlZhxg/60s.jpg,Vanessa G.,"Berwyn, IL",friends,0,reviews,6,,,,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/BaKzB2HxMsee9sVAhP5W9Q,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=BaKzB2HxMsee9sVAhP5W9Q&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=LWqVyiqPI1Rej4nWI0lROA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=LWqVyiqPI1Rej4nWI0lROA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=LWqVyiqPI1Rej4nWI0lROA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Vanessa G.,https://www.yelp.com/following_user/remove?dst_user_id=LWqVyiqPI1Rej4nWI0lROA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Vanessa G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/17/2017,,,First time stopping by and I must say it will be my last the red head cashier was just plan rude not friendly at all!,1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=BaKzB2HxMsee9sVAhP5W9Q&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,,,,,1
https://www.yelp.com/user_details?userid=Fe6FfDBnUQ06MYxtMuytYA,https://s3-media3.fl.yelpcdn.com/photo/M-HnDWbQjkumuvQwn9fV9A/60s.jpg,Angelina P.,"Chicago, IL",friend,1,reviews,27,,,,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/PO46cIMKTgBNlwx9zrdEzw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=PO46cIMKTgBNlwx9zrdEzw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=Fe6FfDBnUQ06MYxtMuytYA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=Fe6FfDBnUQ06MYxtMuytYA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=Fe6FfDBnUQ06MYxtMuytYA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Angelina P.,https://www.yelp.com/following_user/remove?dst_user_id=Fe6FfDBnUQ06MYxtMuytYA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Angelina P.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/4/2017,,,"$3.91 for a small coffee? You've got to be kidding me. The coffee was nice, the facility was clean and wonderful. But 4 dollars, 5 with tip, for a 10oz coffee is insane. When did this become a thing?",1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=PO46cIMKTgBNlwx9zrdEzw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,,,,1,
https://www.yelp.com/user_details?userid=gK_2BTGKU9l82l5qrQuIKg,https://s3-media2.fl.yelpcdn.com/photo/8DSknDy-gtsTsHzwKiofzA/60s.jpg,Dulce R.,"Chicago, IL",friends,39,reviews,7,,[object Object],,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/UPJqfWEcKcFfzZxQBGV-bQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=UPJqfWEcKcFfzZxQBGV-bQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=gK_2BTGKU9l82l5qrQuIKg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=gK_2BTGKU9l82l5qrQuIKg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=gK_2BTGKU9l82l5qrQuIKg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Dulce R.,https://www.yelp.com/following_user/remove?dst_user_id=gK_2BTGKU9l82l5qrQuIKg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Dulce R.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/9/2017,,,"You should really change your hours to ""when our baristas feel like opening"" I came after 7 am on a Saturday and the guy inside rudely shhaked his head and went back to what he was doing. Maybe my skin color doesn't represent an acceptable customer to buy your ridiculously overpriced drinks. So I will stop buying this brand altogether. I know there are much better brands out there.",voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=UPJqfWEcKcFfzZxQBGV-bQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,,,https://s3-media4.fl.yelpcdn.com/buphoto/AzJwfqjHfNFZkdhN5FW48Q/30s.jpg,,1
https://www.yelp.com/user_details?userid=U9PwzPcp8S82Il3iOZEYIw,https://s3-media4.fl.yelpcdn.com/photo/e6B1gsrbmHI0LtQ05Tf6QA/60s.jpg,Isra C.,"Oak Park, IL",friends,67,reviews,15,photos,[object Object],14,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/fhOStufv0wHTOAbzDC0Q-w,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=fhOStufv0wHTOAbzDC0Q-w&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=U9PwzPcp8S82Il3iOZEYIw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=U9PwzPcp8S82Il3iOZEYIw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=U9PwzPcp8S82Il3iOZEYIw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Isra C.,https://www.yelp.com/following_user/remove?dst_user_id=U9PwzPcp8S82Il3iOZEYIw&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Isra C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/1/2016,,,One of the best coffee places in Chicago.The baristas are friendly and actually seem interested in the customer. Had the Cortado and a Chemex cause it was just that kind of day.Wife had the vanilla latte cause she's got to have something sweet.Atmosphere is inviting for both people that come here to get work done and those that come to just talk and chill!,1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=fhOStufv0wHTOAbzDC0Q-w&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,,,https://s3-media2.fl.yelpcdn.com/bphoto/lpXVYDmXbXX_SSC-dUr_-Q/348s.jpg,1,
https://www.yelp.com/user_details?userid=EHrhLK288j7TPkKQQKGkLg,https://s3-media1.fl.yelpcdn.com/photo/tLj5GI0bwWeynI8JP1HpsA/60s.jpg,Dustin B.,"Chicago, IL",friends,22,reviews,68,photos,[object Object],52,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/NLiF3QKPqMkXflql1j_xmQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=NLiF3QKPqMkXflql1j_xmQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=EHrhLK288j7TPkKQQKGkLg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=EHrhLK288j7TPkKQQKGkLg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=EHrhLK288j7TPkKQQKGkLg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Dustin B.,https://www.yelp.com/following_user/remove?dst_user_id=EHrhLK288j7TPkKQQKGkLg&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Dustin B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/6/2017,2 check-ins,[object Object],Incredible coffee but $4.50 for a 16oz...that's steep compared to others in the area. Great coffee shop and vibe for wicker park,1 person voted for this review,Useful,Funny,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=NLiF3QKPqMkXflql1j_xmQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,,
https://www.yelp.com/user_details?userid=OQTJjJNPfZUBpm2LwLwQFA,https://s3-media4.fl.yelpcdn.com/photo/_mF1BTXC-Ebc6ELe3Owj9w/60s.jpg,Kara B.,"Chicago, IL",friends,410,reviews,125,photos,[object Object],42,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/ln5zeSBGCfKxoMGJV7ovQQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=ln5zeSBGCfKxoMGJV7ovQQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=OQTJjJNPfZUBpm2LwLwQFA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=OQTJjJNPfZUBpm2LwLwQFA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=OQTJjJNPfZUBpm2LwLwQFA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Kara B.,https://www.yelp.com/following_user/remove?dst_user_id=OQTJjJNPfZUBpm2LwLwQFA&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Kara B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/20/2016,5 check-ins,[object Object],"Love having an Intelligentsia in Wicker Park.Every time I go in here, the baristas couldn't possibly be nicer. They are always asking me about my day, my plans, etc...even when I look like I woke up about 7 minutes before I entered their shop. I really appreciate how friendly they are especially on a busy Chicago corner.The coffee is top notch. I wish they had skim milk (eye roll from my husband) but I appreciate that they value their coffee flavor so much that they choose not to offer skim milk. If they feel that strongly about it, that's fine with me.The interior is easy and not pretentious. One large communal table, a full window bench seating area, and lots of extra seating on interesting looking orange blocks. An easy place to take a cup to go or enjoy a great conversation.",1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=ln5zeSBGCfKxoMGJV7ovQQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,,,,1,
https://www.yelp.com/user_details?userid=osZoc5ALBjoME8aekgqSQQ,https://s3-media3.fl.yelpcdn.com/photo/woAWEEh0LKfv8S62pIOiEQ/60s.jpg,Amanda M.,"Chicago, IL",friends,3,reviews,33,photos,[object Object],34,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/03e49gsOXkET_khQJS09GQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=03e49gsOXkET_khQJS09GQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=osZoc5ALBjoME8aekgqSQQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=osZoc5ALBjoME8aekgqSQQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=osZoc5ALBjoME8aekgqSQQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Amanda M.,https://www.yelp.com/following_user/remove?dst_user_id=osZoc5ALBjoME8aekgqSQQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Amanda M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/12/2017,,,"Damn their matcha latte is incredible. Everyone has always been super friendly upon walking in. I've never had a bad cup of coffee here either. This is my ultimate favorite place to get coffee or matcha lattes on the go. I do wish it was less expensive, but it's totally worth every penny.",1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=03e49gsOXkET_khQJS09GQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,,,,1,
https://www.yelp.com/user_details?userid=sjx2qEYY5UvggRgYhf_Z9Q,https://s3-media2.fl.yelpcdn.com/photo/GvRLGNF87C8Iow-FzA6wAQ/60s.jpg,Tsega T.,"Louisville, KY",friends,10,reviews,88,photos,[object Object],113,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/aWNPCM32cj4hLZU1jb23Lg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=aWNPCM32cj4hLZU1jb23Lg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=sjx2qEYY5UvggRgYhf_Z9Q,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=sjx2qEYY5UvggRgYhf_Z9Q&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=sjx2qEYY5UvggRgYhf_Z9Q&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Tsega T.,https://www.yelp.com/following_user/remove?dst_user_id=sjx2qEYY5UvggRgYhf_Z9Q&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Tsega T.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/10/2015,1 check-in,[object Object],Superb! The quality of the coffee cannot be matched. I got the cappuccino and it was divine. Excellent espresso. Perfect velvety foam.,1 person voted for this review,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=aWNPCM32cj4hLZU1jb23Lg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,https://s3-media2.fl.yelpcdn.com/bphoto/a7tErHtqA9ZQitvGTmoMRQ/348s.jpg,1,1
https://www.yelp.com/user_details?userid=mmJMWUPY9pOFqmAuJeX2kQ,https://s3-media1.fl.yelpcdn.com/photo/6CCGMPFp-GDn-GFXl7cFXQ/60s.jpg,Will H.,"Miami, FL",friends,17,reviews,212,photos,[object Object],251,https://www.yelp.com/biz_share/juna0kp4RMJ1y6GuXcRmsA/review/t5yGcgzTBQYN_fffG9VAIA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=t5yGcgzTBQYN_fffG9VAIA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20&user_id=mmJMWUPY9pOFqmAuJeX2kQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=mmJMWUPY9pOFqmAuJeX2kQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=mmJMWUPY9pOFqmAuJeX2kQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Follow Will H.,https://www.yelp.com/following_user/remove?dst_user_id=mmJMWUPY9pOFqmAuJeX2kQ&previous_url=https://www.yelp.com/biz/intelligentsia-coffee-chicago-12?start=20,Stop following Will H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/18/2016,,,"Onsistantly good coffee. Inteligencia is becoming a regional Starbucks, without reducing quality. They're clearly doing the right thing. I had a Bolivian Kalita todsy, good yet not off the charts.",Was this review …?,Useful,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=juna0kp4RMJ1y6GuXcRmsA&flag_id=t5yGcgzTBQYN_fffG9VAIA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fintelligentsia-coffee-chicago-12%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,https://s3-media2.fl.yelpcdn.com/bphoto/Z_pKWAiiCnVsNr_Kk-7anw/348s.jpg,,
