,alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
10,amazing-breads-and-cakes-des-plaines,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",42.0417611802831,-87.887690879632,(847) 376-8612,1298.0057160674487,8WFCu_bjrBT2d5YJrHqopA,https://s3-media2.fl.yelpcdn.com/bphoto/CvPEP67QTlDbN31--T4jsA/o.jpg,False,1460 Miner St,,,Des Plaines,US,"['1460 Miner St', 'Des Plaines, IL 60016']",IL,60016,Amazing Breads and Cakes,+18473768612,$$,4.5,62,[],https://www.yelp.com/biz/amazing-breads-and-cakes-des-plaines?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
11,dunkin-donuts-des-plaines-5,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.039138,-87.8722956,(847) 803-4377,1187.391025441158,7LzNGwLkbqDShFZSeHV1xg,https://s3-media2.fl.yelpcdn.com/bphoto/VBHRaS4vRd7K1n_Iis8wug/o.jpg,False,2120 Miner St,,,Des Plaines,US,"['2120 Miner St', 'Des Plaines, IL 60016']",IL,60016,Dunkin' Donuts,+18478034377,$,4.5,5,[],https://www.yelp.com/biz/dunkin-donuts-des-plaines-5?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
12,cafe-vicino-park-ridge-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",42.0335,-87.86554,(847) 376-8420,520.1368717485558,dHsEBJaEQ9XH0pT9EzBBcg,https://s3-media2.fl.yelpcdn.com/bphoto/OFvHwRsd90o11Z9yxOdgUw/o.jpg,False,1460 Renaissance Dr,Ste 103,,Park Ridge,US,"['1460 Renaissance Dr', 'Ste 103', 'Park Ridge, IL 60068']",IL,60068,Cafe Vicino,+18473768420,,5.0,5,[],https://www.yelp.com/biz/cafe-vicino-park-ridge-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
13,mcdonalds-park-ridge,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0258418726774,-87.8532353796913,(847) 823-0700,724.5718842319599,mHpYiQjiNejaMHEAvwgfpQ,https://s3-media2.fl.yelpcdn.com/bphoto/gLDMMcB03lRdd4uLPzDzdA/o.jpg,False,1032 N Northwest Hwy,,,Park Ridge,US,"['1032 N Northwest Hwy', 'Park Ridge, IL 60068']",IL,60068,McDonald's,+18478230700,$,2.5,23,[],https://www.yelp.com/biz/mcdonalds-park-ridge?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
14,dunkin-donuts-park-ridge-2,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.03957,-87.8576182,(847) 803-6666,1103.3880556155443,ehCAWaDe-ICk-dmrr4RRIA,https://s3-media3.fl.yelpcdn.com/bphoto/0B62aksBNm4Ug2sTz-_N-Q/o.jpg,False,2606 Dempster St,,,Park Ridge,US,"['2606 Dempster St', 'Park Ridge, IL 60068']",IL,60068,Dunkin' Donuts,+18478036666,$,2.5,12,[],https://www.yelp.com/biz/dunkin-donuts-park-ridge-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
15,7-eleven-park-ridge-2,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0247199606109,-87.8517584502696,(847) 823-3579,898.5964902986778,OIxsLchlsSTg40Wnu6hTTQ,https://s3-media2.fl.yelpcdn.com/bphoto/ZeUCqo6BHQ7ux68J5b8fYw/o.jpg,False,976 N Northwest Hwy,,,Park Ridge,US,"['976 N Northwest Hwy', 'Park Ridge, IL 60068']",IL,60068,7-Eleven,+18478233579,$$$$,2.0,8,[],https://www.yelp.com/biz/7-eleven-park-ridge-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
16,greenwood-deli-new-york-bagel-and-bialy-niles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'delis', 'title': 'Delis'}]",42.0399949,-87.8450184,(847) 390-0993,1189.901291414948,aXpxewZYuVQE26xiCxYWMQ,https://s3-media2.fl.yelpcdn.com/bphoto/FrSUBmi8nzn3gkSVUFMYow/o.jpg,False,8794 W Dempster St,,,Niles,US,"['8794 W Dempster St', 'Niles, IL 60714']",IL,60714,Greenwood Deli - New York Bagel & Bialy,+18473900993,$,4.5,59,[],https://www.yelp.com/biz/greenwood-deli-new-york-bagel-and-bialy-niles?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
17,lavazza-cafe-niles,"[{'alias': 'cafes', 'title': 'Cafes'}]",42.042503,-87.841796,,1496.062443306349,JW2A7Ex4Xtk6yFpIS5Dc3A,,False,8900 Greenwood Ave,,,Niles,US,"['8900 Greenwood Ave', 'Niles, IL 60714']",IL,60714,Lavazza Cafe,,,1.0,1,[],https://www.yelp.com/biz/lavazza-cafe-niles?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
18,mcdonalds-niles-4,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0405367443848,-87.8376524895464,(847) 299-1000,1183.600052943484,354ABNcJzWapz-AuTEYw9w,https://s3-media1.fl.yelpcdn.com/bphoto/cCDkgiFwieuYVKCKWd3BZQ/o.jpg,False,8460 Dempster Ave,,,Niles,US,"['8460 Dempster Ave', 'Niles, IL 60714']",IL,60714,McDonald's,+18472991000,$,1.5,14,[],https://www.yelp.com/biz/mcdonalds-niles-4?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
19,dunkin-donuts-niles-8,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",42.0275951800964,-87.8159162217537,(847) 823-1111,525.131901537359,aswKW1_IDFeAGnvIG9ZOmQ,,False,8080 N Milwaukee Ave,,,Niles,US,"['8080 N Milwaukee Ave', 'Niles, IL 60714']",IL,60714,Dunkin' Donuts,+18478231111,,5.0,1,[],https://www.yelp.com/biz/dunkin-donuts-niles-8?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
20,mcdonalds-niles,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0257133,-87.813492,(847) 965-2391,822.1297389597443,uo9usFwwcy5u5isGOLeZPQ,https://s3-media1.fl.yelpcdn.com/bphoto/Z4t7JJwzl1Ibv1_XToZ6wQ/o.jpg,False,7969 N Milwaukee Ave,,,Niles,US,"['7969 N Milwaukee Ave', 'Niles, IL 60714']",IL,60714,McDonald's,+18479652391,$,2.5,18,[],https://www.yelp.com/biz/mcdonalds-niles?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
21,7-eleven-niles,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0263843,-87.8128488,(847) 966-3510,811.5347577071072,-bZalzPCAuJcSIe74MNWAg,https://s3-media2.fl.yelpcdn.com/bphoto/w6-4fyJv9Zj10K-ywuepUg/o.jpg,False,7450 W Oakton St,,,Niles,US,"['7450 W Oakton St', 'Niles, IL 60714']",IL,60714,7-Eleven,+18479663510,$,1.0,8,[],https://www.yelp.com/biz/7-eleven-niles?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
22,dunkin-donuts-niles-3,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",42.04032,-87.80277,(847) 965-2100,1343.1428852309928,tYQZivVN1RYIgrmZIpH6Aw,https://s3-media1.fl.yelpcdn.com/bphoto/ix4dsOCZb3xIaAv3vYB4fw/o.jpg,False,7039 W Dempster St,,,Niles,US,"['7039 W Dempster St', 'Niles, IL 60714']",IL,60714,Dunkin' Donuts,+18479652100,$,2.5,66,[],https://www.yelp.com/biz/dunkin-donuts-niles-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
23,dunkin-donuts-niles,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",42.0179877,-87.8064251,(847) 647-7621,1422.2130811105185,QLz5-gX3q-F1-ImKhgv9cw,https://s3-media1.fl.yelpcdn.com/bphoto/lzp93_uu8y5GYVasYekSTA/o.jpg,False,7525 N Harlem Ave,,,Niles,US,"['7525 N Harlem Ave', 'Niles, IL 60714']",IL,60714,Dunkin' Donuts,+18476477621,$,2.0,31,[],https://www.yelp.com/biz/dunkin-donuts-niles?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
24,starbucks-morton-grove,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0407251,-87.7948819,(847) 583-0621,1278.6855897595262,QwMG8j1fsbT9uObW8RzudA,https://s3-media3.fl.yelpcdn.com/bphoto/hkw-XgiRSB0XvoxHcf2Dpw/o.jpg,False,6763 Dempster St,,,Morton Grove,US,"['6763 Dempster St', 'Morton Grove, IL 60053']",IL,60053,Starbucks,+18475830621,$,3.0,37,[],https://www.yelp.com/biz/starbucks-morton-grove?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
25,kraft-foods-north-america-niles,"[{'alias': 'cafes', 'title': 'Cafes'}]",42.02151,-87.79013,(847) 967-6201,970.4801329526985,pUZJnHT4eFn75cJ-zfnn8g,https://s3-media4.fl.yelpcdn.com/bphoto/1KlMv2XGWKLzlN2QxvkdDQ/o.jpg,False,7777 N Caldwell Ave,,,Niles,US,"['7777 N Caldwell Ave', 'Niles, IL 60714']",IL,60714,Kraft Foods North America,+18479676201,$,5.0,4,[],https://www.yelp.com/biz/kraft-foods-north-america-niles?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
26,avalanche-bubble-tea-morton-grove,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",42.0407651,-87.78462,(847) 967-0911,1342.7127787333948,Yih3-CCat7wRY0OIY_KM9w,https://s3-media3.fl.yelpcdn.com/bphoto/XjYQqMhk505tVa24MwLGKg/o.jpg,False,6317 Dempster St,,,Morton Grove,US,"['6317 Dempster St', 'Morton Grove, IL 60053']",IL,60053,Avalanche Bubble Tea,+18479670911,$,4.0,169,[],https://www.yelp.com/biz/avalanche-bubble-tea-morton-grove?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
27,mcdonalds-morton-grove,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.04061,-87.78415,(847) 967-5540,1353.4684704714002,HVrttQqqFS9blrXJ5AH2iA,https://s3-media2.fl.yelpcdn.com/bphoto/IKKWDheVZe2C67gYebUNuQ/o.jpg,False,6309 W Dempster St,,,Morton Grove,US,"['6309 W Dempster St', 'Morton Grove, IL 60053']",IL,60053,McDonald's,+18479675540,$,2.0,21,[],https://www.yelp.com/biz/mcdonalds-morton-grove?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
28,super-cup-morton-grove,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.03581,-87.7823499,(847) 581-0216,642.4343725147854,4HDIMeaPQD0_FmLttRW8OA,https://s3-media1.fl.yelpcdn.com/bphoto/OrX0wkfBYNy0AIF1U8vLkA/o.jpg,False,8509 Fernald Ave,,,Morton Grove,US,"['8509 Fernald Ave', 'Morton Grove, IL 60053']",IL,60053,Super Cup,+18475810216,$,4.5,18,[],https://www.yelp.com/biz/super-cup-morton-grove?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
29,dunkin-donuts-morton-grove,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0406494140625,-87.7736740112305,(847) 583-1828,1166.1208983836025,7L3IgkC9qxZa3FhSNpX8Hg,https://s3-media1.fl.yelpcdn.com/bphoto/6a-GI40S8_H41-CTnSntiA/o.jpg,False,5843 Dempster St,,,Morton Grove,US,"['5843 Dempster St', 'Morton Grove, IL 60053']",IL,60053,Dunkin' Donuts,+18475831828,$,2.5,19,[],https://www.yelp.com/biz/dunkin-donuts-morton-grove?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
30,euro-echo-cafe-skokie-2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'gelato', 'title': 'Gelato'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",42.02513,-87.75526,(847) 213-0598,867.6043495422329,34k4kYTxZh1aAxhpUHZGpg,https://s3-media4.fl.yelpcdn.com/bphoto/HYb9QwgZ1Y2g-V-V8tMWWg/o.jpg,False,7919 Lincoln Ave,,,Skokie,US,"['7919 Lincoln Ave', 'Skokie, IL 60077']",IL,60077,Euro Echo Cafe,+18472130598,$,4.0,75,[],https://www.yelp.com/biz/euro-echo-cafe-skokie-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
31,sweety-pies-skokie,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0276,-87.75497,(847) 213-0900,765.9390176838864,_saYtJQOxPW1IFRnqKOjXA,https://s3-media3.fl.yelpcdn.com/bphoto/JyrL-wP8QUlfsqj42MQJGQ/o.jpg,False,8042 Lincoln Ave,,,Skokie,US,"['8042 Lincoln Ave', 'Skokie, IL 60077']",IL,60077,Sweety Pies,+18472130900,$$,4.0,189,[],https://www.yelp.com/biz/sweety-pies-skokie?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
32,dunkin-donuts-skokie-7,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0413564653469,-87.7566309613582,(847) 470-7100,1370.7581451613414,ygOtqWMmUigSf1K_WoyZjQ,https://s3-media1.fl.yelpcdn.com/bphoto/fAy3ZLxwo0d4YAiyiMGT3Q/o.jpg,False,8800 Gross Point Rd,,,Skokie,US,"['8800 Gross Point Rd', 'Skokie, IL 60077']",IL,60077,Dunkin' Donuts,+18474707100,$,2.5,24,[],https://www.yelp.com/biz/dunkin-donuts-skokie-7?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
33,dunkin-donuts-skokie-8,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",42.0412924955567,-87.7567814791302,(847) 677-0033,1359.1943818515879,-p3IOQ8akVZRjhYnPGSvcw,https://s3-media1.fl.yelpcdn.com/bphoto/bMWeMHvpmUUOmY-VWgi6Jw/o.jpg,False,5005 Dempster St,,,Skokie,US,"['5005 Dempster St', 'Skokie, IL 60077']",IL,60077,Dunkin' Donuts,+18476770033,$$,1.5,4,[],https://www.yelp.com/biz/dunkin-donuts-skokie-8?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
34,pressed-skokie,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",42.02564,-87.74984,(224) 251-7649,578.0411855253188,-DM-P3ZYsK__U7OZkmc-0w,https://s3-media1.fl.yelpcdn.com/bphoto/-_HOghUzfqPUHiYCwxWi4w/o.jpg,False,4845 Oakton St,,,Skokie,US,"['4845 Oakton St', 'Skokie, IL 60077']",IL,60077,Pressed,+12242517649,$$,4.5,50,[],https://www.yelp.com/biz/pressed-skokie?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
