js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-tags_item,icon_svg href 10,review-content,voting-intro,vote-type,count,vote-type 2,vote-type 3,count 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip
https://www.yelp.com/user_details?userid=XoQLS6h_oIqN0e2tiEzEGA,https://s3-media4.fl.yelpcdn.com/photo/L33c-FK8dVkSMN5mTRkccg/60s.jpg,Brittany J.,"Chicago, IL",friends,40,reviews,70,photos,[object Object],25,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/sBaxHBCinAFG5RfJPUfY-g,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=sBaxHBCinAFG5RfJPUfY-g&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=XoQLS6h_oIqN0e2tiEzEGA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=XoQLS6h_oIqN0e2tiEzEGA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=XoQLS6h_oIqN0e2tiEzEGA&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Brittany J.,https://www.yelp.com/following_user/remove?dst_user_id=XoQLS6h_oIqN0e2tiEzEGA&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Brittany J.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/17/2017,1 check-in,[object Object],"I'm from RP so this place was a welcome find! Very cool, trendy cafe. This was my second visit so I got a chance to try two food items and one coffee drink. First visit I tried the turkey torta, DELICIOUS! Second visit I tried the cranes in the sky drink, espresso with orange and vanilla, as well as a different torta with scrambled eggs and avocado. I didn't love it as much as the turkey one (probably because it's kind of sloppy and I'm weird about that stuff) but still good. Ambiance: small but made great use of space. There's a high top bar work/sit space, two picnic style tables great for groups, little tables for parties of two or 1 and a couch area in the back. If you come before noon all the good seating is usually taken but if you come after 1:30 pm people start to leave and you have more choices. Almost all seats are next to outlets for your computers with the exception of the two large picnic tables. Overall, the place is super cute and hipster (there's parking in the back I just found out about) and great for working if you work remote like me. There is access to printing but it's UBER expensive. Like .49 for 1st page, .29 for pages 2-9 and .19 for the remaining. They add on a .30 processing fee and tax. So I printed 2 black and white pages and it came up to almost $2! Say whaaaaa?! In defense of the cafe they use an outside printing company so you don't actually print from them. You send it to the source online and pay through them. So if you just want to go there to work and chill cool. But save the printing for at home!",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=sBaxHBCinAFG5RfJPUfY-g&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=n2pONabOLM6klyU_auHeRw,https://s3-media4.fl.yelpcdn.com/photo/i8UGeSGrkyQAU1kbwrYISQ/60s.jpg,Mandy J.,"Chicago, IL",friends,182,reviews,217,photos,[object Object],171,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/kKwJBxApNaAr7-sNDfhGeA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=kKwJBxApNaAr7-sNDfhGeA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=n2pONabOLM6klyU_auHeRw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=n2pONabOLM6klyU_auHeRw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=n2pONabOLM6klyU_auHeRw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Mandy J.,https://www.yelp.com/following_user/remove?dst_user_id=n2pONabOLM6klyU_auHeRw&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Mandy J.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/10/2017,,,"I met a colleague here for lunch a few weeks ago. I hadn't heard of them before but it came up in a Google search as central to both of our offices. I was impressed! The inside feels very hipster, which is quite the contrast from the neighborhood. The coffee was good. The food was even better. I tried the OnDevon. Yum! The falafel was prepared so well and the avocado was a fresh touch. My only critique was that their food options were limited. I get it that this is primarily a coffee shop, but it would have been nice to have more to choose from. The prices were reasonable.",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=kKwJBxApNaAr7-sNDfhGeA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=cYjzLu3fm-VbtjRMCuhK6Q,https://s3-media2.fl.yelpcdn.com/photo/DBRJa6-PpFWCQQpF95jjqg/60s.jpg,Jennifer N.,"Chicago, IL",friends,310,reviews,1174,photos,[object Object],16,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/RQK535OHHyImstMzecsq4A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=RQK535OHHyImstMzecsq4A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=cYjzLu3fm-VbtjRMCuhK6Q,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=cYjzLu3fm-VbtjRMCuhK6Q&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=cYjzLu3fm-VbtjRMCuhK6Q&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Jennifer N.,https://www.yelp.com/following_user/remove?dst_user_id=cYjzLu3fm-VbtjRMCuhK6Q&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Jennifer N.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/15/2017,,,"Sol is on point. Comfortable seating, great music (I hear you, Frank Ocean), ample outlets, friendly employees, lots of natural light, huge tea selection, and the very best donuts.",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=RQK535OHHyImstMzecsq4A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=kIY7SfFeRNam-Jyq0hQDcg,https://s3-media4.fl.yelpcdn.com/photo/mV0wYCgxqIGSAK7saI0k7w/60s.jpg,Yishai W.,"Rogers Park, Chicago, IL",friends,27,reviews,12,photos,[object Object],2,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/7qYl_xHqpBh95zLbew0K5A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=7qYl_xHqpBh95zLbew0K5A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=kIY7SfFeRNam-Jyq0hQDcg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=kIY7SfFeRNam-Jyq0hQDcg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=kIY7SfFeRNam-Jyq0hQDcg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Yishai W.,https://www.yelp.com/following_user/remove?dst_user_id=kIY7SfFeRNam-Jyq0hQDcg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Yishai W.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10/3/2015,1 check-in,[object Object],"Update: new food menu is AMAZING. 10/10This place has been our Rogers Park standby since they opened - been to their evening events a few times - come most every Sunday. It was a sad day when they stopped offering panini sandwiches. However, the new initiative of having just a few in-house food options, and doing them very well, is amazing. The drinks have always been consistent and terrific (save for the Valentine's Day chocolate drink, that was gross) and now with the creative and well executed sandwiches / chili...this place is amazing. Anyway, point here is that Sol Cafe is a gem, may the proprietor prosper and open up new locations throughout Chicago!",2 people voted for this review,Useful,2,Funny,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=7qYl_xHqpBh95zLbew0K5A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=s-TiTU_9KZyKVyIKWqUoZA,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Sharon F.,"Verrado Heritage District, Buckeye, AZ",friends,21,reviews,5,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/DNuxQ0mtT4dO5v56wH9TDg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=DNuxQ0mtT4dO5v56wH9TDg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=s-TiTU_9KZyKVyIKWqUoZA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=s-TiTU_9KZyKVyIKWqUoZA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=s-TiTU_9KZyKVyIKWqUoZA&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Sharon F.,https://www.yelp.com/following_user/remove?dst_user_id=s-TiTU_9KZyKVyIKWqUoZA&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Sharon F.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/11/2018,,,Warm friendly place. Bustling with all ages. Food is limited but is delicious. Pretty fast service. Seating is premium since a lot of people will work study here whilst enjoying their food. Kens breakfast sandwich is fantastic and you can substitute bacon with avocado. Coffee is robust but hot. Well worth a visit.,Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=DNuxQ0mtT4dO5v56wH9TDg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=6T24-zx-XFsCc2LMyf3RYg,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Shannon K.,"Chicago, IL",friends,0,reviews,20,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/3-NBI-_Lp7BXEgZrQjPoDw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=3-NBI-_Lp7BXEgZrQjPoDw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=6T24-zx-XFsCc2LMyf3RYg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=6T24-zx-XFsCc2LMyf3RYg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=6T24-zx-XFsCc2LMyf3RYg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Shannon K.,https://www.yelp.com/following_user/remove?dst_user_id=6T24-zx-XFsCc2LMyf3RYg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Shannon K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/9/2018,,,"I'm so glad I made the trip out of my Lakeview bubble to come here! The cafe has a warm atmosphere with plenty of tables, plus friendly service and a variety of interesting food selections (many veggie-friendly), teas, and coffees. I loved my torta with jerk tofu and the Brazilian high tea, a delicious concoction that includes gingersnap syrup and orange zest, yum! It was a great place to meet a friend, but I saw plenty of people working on their laptops here as well. I will definitely be back!",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=3-NBI-_Lp7BXEgZrQjPoDw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=jZszzVIPcssa4oQ24J_3jQ,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Bill H.,"Chicago, IL",friends,20,reviews,59,photos,[object Object],3,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/vgtTM7d6qSGKwXZ4KFCPBw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=vgtTM7d6qSGKwXZ4KFCPBw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=jZszzVIPcssa4oQ24J_3jQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=jZszzVIPcssa4oQ24J_3jQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=jZszzVIPcssa4oQ24J_3jQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Bill H.,https://www.yelp.com/following_user/remove?dst_user_id=jZszzVIPcssa4oQ24J_3jQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Bill H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/15/2018,,,"Expensive place in very sketchy part of Rogers Park (redundancy?) , wants to be the urban cool place on Howard. Owner insisted on giving me ice with my cold brew even tho I asked for none. $4.50 cold brew with about 5 ounces of actual coffee, no thanks. While I was there some 25 yr old dumped a jar of change on the counter to pay for their bill. I should prob go back , may have been a bad day.",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=vgtTM7d6qSGKwXZ4KFCPBw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=UL-dYA-QhWeVMfz5NRf1Lg,https://s3-media4.fl.yelpcdn.com/photo/AHCavfyWxKFOGt62mSJBOg/60s.jpg,Jane W.,"Baltimore, MD",friends,1273,reviews,691,photos,[object Object],1564,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/YDkemEZT-GOEzgozl15Ygg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=YDkemEZT-GOEzgozl15Ygg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=UL-dYA-QhWeVMfz5NRf1Lg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=UL-dYA-QhWeVMfz5NRf1Lg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=UL-dYA-QhWeVMfz5NRf1Lg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Jane W.,https://www.yelp.com/following_user/remove?dst_user_id=UL-dYA-QhWeVMfz5NRf1Lg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Jane W.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/7/2014,1 check-in,[object Object],"I stopped by here to meet up with a friend since it was a good halfway point. For how the surrounding area looks, Sol Cafe itself is a clean, trendy place to grab drinks/food. I ordered the Blood-Orange tea, which was nice - fruity and subtle, but with a nice kick of citrus. I also liked how they kept my tea leaves and told me they could make me another batch if I wanted. My friend ordered the afternoon delight, which was... well... delightful! It was light and sweet, and not quite like anything I've had before. He also ordered a red velvet donut, which I did not get to try. They have a selection of donuts from Glazed and Infused, which is great, but they looked a bit stale. There were not any tables open when we walked in, so the staff went out of their way to shuffle people around. Only thing I have to complain about is one of the people at the front got a little pushy about taking our order, even though there was nobody behind us. Not particularly special enough to make the trip back for, but it was a nice visit.",1 person voted for this review,Useful,1,Funny,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=YDkemEZT-GOEzgozl15Ygg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=KMCmUpMz7kidpfEL6-Aipg,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Dawn B.,"Chicago, IL",friends,4,reviews,16,,,,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/LmKvGhpi6zuabUsjCahIGg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=LmKvGhpi6zuabUsjCahIGg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=KMCmUpMz7kidpfEL6-Aipg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=KMCmUpMz7kidpfEL6-Aipg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=KMCmUpMz7kidpfEL6-Aipg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Dawn B.,https://www.yelp.com/following_user/remove?dst_user_id=KMCmUpMz7kidpfEL6-Aipg&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Dawn B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/3/2018,,,"I love this place--the food, the vibe, the employees.  It's all good.  I probably go once a week for breakfast.",Was this review …?,Useful,,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=LmKvGhpi6zuabUsjCahIGg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=3TfcNs1luFqZ32aMBuCnag,https://s3-media1.fl.yelpcdn.com/photo/_WKh_xk0kba8UP76NdxD1Q/60s.jpg,Iman E.,"Chicago, IL",friends,9,reviews,7,photos,[object Object],6,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/YwQVt_hMk6KqC0AxryRn8A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=YwQVt_hMk6KqC0AxryRn8A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=3TfcNs1luFqZ32aMBuCnag,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=3TfcNs1luFqZ32aMBuCnag&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=3TfcNs1luFqZ32aMBuCnag&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Iman E.,https://www.yelp.com/following_user/remove?dst_user_id=3TfcNs1luFqZ32aMBuCnag&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Iman E.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/19/2016,,,This place is so unique!!! I came in for a coffee and ended up staying for 4 hours finishing my homework.. Their falafel flat is the best... I am coming back,3 people voted for this review,Useful,3,Funny,Cool,1,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=YwQVt_hMk6KqC0AxryRn8A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
https://www.yelp.com/user_details?userid=S1DYqJoVp9chLffdwvdHMQ,https://s3-media3.fl.yelpcdn.com/photo/qJtauoGR4XvjioCYEZjjVw/60s.jpg,Joann H.,"Chicago, IL",friends,73,reviews,138,photos,[object Object],87,https://www.yelp.com/biz_share/fisvNtPsL4wTOt88Hu_cpQ/review/EqfnZOXvwFbmarkw_w2Opg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=EqfnZOXvwFbmarkw_w2Opg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40&user_id=S1DYqJoVp9chLffdwvdHMQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=S1DYqJoVp9chLffdwvdHMQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=S1DYqJoVp9chLffdwvdHMQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Follow Joann H.,https://www.yelp.com/following_user/remove?dst_user_id=S1DYqJoVp9chLffdwvdHMQ&previous_url=https://www.yelp.com/biz/sol-cafe-chicago?start=40,Stop following Joann H.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/31/2015,2 check-ins,[object Object],"Saw a fellow yelper (old high school friend too) review this cafe so I had to come and try it.  Rolled out of bed, nagged my husband to come with me, grabbed whatever clean clothing we had and headed out on this chilly morning amidst the sleep in my eyes. Quick splash of water and I was good to go. I have enjoyed frolicking to different coffee/tea joints just because I am too old to go ""clubbing"" and I enjoy some free WiFi with my caffeine buzz. So here's the gist of the visit. Easy to find, easy to park:  Score for me. Staff non pretentious and friendly. Score. Place has nice natural light, a great open layout that I appreciate. There are books available to read if you are so inclined. Drinks:I had their espresso drink called ""The Q"". I really enjoyed it. It has a smokiness to it and such a creamy taste and it didn't harsh my buzz from the caffeine from the espresso.  Yum. They serve Glazed and Infused doughnuts on the weekend so it was a must to pick one of those beauties to go with my coffee. My husband is more simple in nature and had a regular coffee that he enjoyed with his G&I doughnut. The only thing nerving was two lil pumpkins (kiddos) barging back and forth in the ladies restroom making it hard to focus on the task at hand when I went to the ladies room. LolOh by the way, they have chalkboard walls in the restroom that are dope! Chalk available to write any positive message if you so choose.I will be back as I enjoyed the place and will try their own signature grilled sandwiches. I don't mind taking the drive there. Support your local coffee shops, they are just lovely! Peace!",5 people voted for this review,Useful,2,Funny,Cool,,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=fisvNtPsL4wTOt88Hu_cpQ&flag_id=EqfnZOXvwFbmarkw_w2Opg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsol-cafe-chicago%3Fstart%3D40,Report review
