js-analytics-click href,scrollable-photos_img src,js-analytics-click href 2,scrollable-photos_img src 2,js-analytics-click href 4,icon_svg href,js-coachmark-tooltip,indexed-biz-name,biz-name,offscreen src,review-count,business-attribute,category-str-list,category-str-list href,offscreen,biz-phone,secondary-attributes,neighborhood-str-list,snippet,nowrap,nowrap href,category-str-list 2,category-str-list 3,category-str-list href 2,category-str-list 4,category-str-list href 3
https://www.yelp.com/biz/pret-a-manger-chicago-17?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/rgvWv1k0v003VrA3Iy8rrQ/ls.jpg,https://www.yelp.com/biz/pret-a-manger-chicago-17?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/Cfj2y3dPH2_GsvXcxCVfsw,[object Object],Click on the arrow to explore business photos.,11.,Pret A Manger,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2 reviews,,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 702-6745,5706 University,Hyde Park,“Pret replaced Einstein Bros. Bagels at C-Shop inside Reynold's Club.  I love Pret and was super excited when they opened this year. I would say I probably…”,read more,https://www.yelp.com/biz/pret-a-manger-chicago-17?hrid=0Mh_vsJt1x5KCXgB5X3Oug&osq=cafe,",
                    ,",Breakfast & Brunch,https://www.yelp.com/search?cflt=breakfast_brunch&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Sandwiches,https://www.yelp.com/search?cflt=sandwiches&find_desc=cafe&find_loc=Chicago%2C+IL+60637
https://www.yelp.com/biz/peachs-at-currency-exchange-cafe-chicago?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/1t8fkSc8kiBsNhTKO3y06Q/ls.jpg,https://www.yelp.com/biz/peachs-at-currency-exchange-cafe-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/O2IMt3Y3ZAXiYdluC1YkQw,[object Object],Click on the arrow to explore business photos.,12.,Peach’s at Currency Exchange Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,127 reviews,$$,Cafes,https://www.yelp.com/search?cflt=cafes&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 855-9163,305 E Garfield Blvd,Washington Park,“This restaurant has reopened as Peach's at Currency Exchange Cafe.  I stopped @peachs_exchange yesterday with my niece and..OMG  I was killing my nieces Shrimp…”,read more,https://www.yelp.com/biz/peachs-at-currency-exchange-cafe-chicago?hrid=-_oxsi66b8k6MwdlhL1yyQ&osq=cafe,",",Breakfast & Brunch,https://www.yelp.com/search?cflt=breakfast_brunch&find_desc=cafe&find_loc=Chicago%2C+IL+60637,,
https://www.yelp.com/biz/sip-and-savor-chicago?osq=cafe,https://s3-media2.fl.yelpcdn.com/bphoto/3W8cb4w3aQuFIElRSYS9Ig/ls.jpg,https://www.yelp.com/biz/sip-and-savor-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/WKSBC4wJcQJJoEKri-L3Dw,[object Object],Click on the arrow to explore business photos.,13.,Sip & Savor,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,112 reviews,$,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 952-4532,5301 S Hyde Park Blvd,Hyde Park,"“While visiting Chicago, I needed a place to work on my book, this was it! Awesome staff, great wifi, delicious food, AND it's steps from the lake! There is…”",read more,https://www.yelp.com/biz/sip-and-savor-chicago?hrid=lxVY7M6i5xUu5Xi8ycfYpg&osq=cafe,,,,,
https://www.yelp.com/biz/teamo-boba-bar-chicago-3?osq=cafe,https://s3-media2.fl.yelpcdn.com/bphoto/i9aIfYDjDdQnG2c0hQHzjQ/ls.jpg,https://www.yelp.com/biz/teamo-boba-bar-chicago-3?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/TZyMOAThow2bJqXcvaJAAg,[object Object],Click on the arrow to explore business photos.,14.,Te’amo Boba Bar,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,36 reviews,$$,Bubble Tea,https://www.yelp.com/search?cflt=bubbletea&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 947-6547,1115 E 55th St,Hyde Park,"“As a regular, I highly recommend either the Thai milk tea (strong flavored) or the okinawa milk tea. I really like how everything is organic and natural. It is…”",read more,https://www.yelp.com/biz/teamo-boba-bar-chicago-3?hrid=d9h4l-34BYdq1-0i5CHUGw&osq=cafe,",
                    ,",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Juice Bars & Smoothies,https://www.yelp.com/search?cflt=juicebars&find_desc=cafe&find_loc=Chicago%2C+IL+60637
https://www.yelp.com/biz/ex-libris-chicago?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/U3eNddykT5065qBpm4ddKA/ls.jpg,https://www.yelp.com/biz/ex-libris-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/5CQrpQaBg1J-CA-skw-HSA,[object Object],Click on the arrow to explore business photos.,15.,Ex Libris,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9 reviews,$,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,,,1100 E 57th St,Hyde Park,"“Ex Libris is always a great place to hang out, drink coffee with friends, do homework, sleep, or chat. Basically a paradise for students when they have nothing…”",read more,https://www.yelp.com/biz/ex-libris-chicago?hrid=ll0xGsfDudl3SIUkkxEZPg&osq=cafe,,,,,
https://www.yelp.com/biz/truenorth-cafe-hyde-park-chicago-2?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/BjvrQj-aly3G6dlVwlkzQg/ls.jpg,https://www.yelp.com/biz/truenorth-cafe-hyde-park-chicago-2?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/YvS7uApRo5vSnJgqN63jUg,[object Object],Click on the arrow to explore business photos.,16.,TrueNorth Cafe Hyde Park,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9 reviews,,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 538-7372,1323 E 57th St,Hyde Park,“I'm surprised by the negative reviews.  We had a great experience here. The person that took our order let us taste the cold brew coffee which was nice and…”,read more,https://www.yelp.com/biz/truenorth-cafe-hyde-park-chicago-2?hrid=cSw_h3jH_iUuOrkBhCTH6g&osq=cafe,",",Sandwiches,https://www.yelp.com/search?cflt=sandwiches&find_desc=cafe&find_loc=Chicago%2C+IL+60637,,
https://www.yelp.com/biz/chef-saras-cafe-chicago?osq=cafe,https://s3-media2.fl.yelpcdn.com/bphoto/li_Aptshj4zz1ybMKfRwNg/ls.jpg,https://www.yelp.com/biz/chef-saras-cafe-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/In0TuBxQaHE-S1G9Re5nlg,[object Object],Click on the arrow to explore business photos.,17.,Chef Sara’s Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,56 reviews,$,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 359-4637,7201 S Exchange Ave,South Shore,“Chef Sara's Cafe is really cute and cozy! I had a BLT and chili and it was so tasty. I tried my friends coffee and that was also superb! I highly recommend…”,read more,https://www.yelp.com/biz/chef-saras-cafe-chicago?hrid=Y-wPSAcE_FCt0pmrUcwZAA&osq=cafe,",
                    ,",Bagels,https://www.yelp.com/search?cflt=bagels&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Internet Cafes,https://www.yelp.com/search?cflt=internetcafe&find_desc=cafe&find_loc=Chicago%2C+IL+60637
https://www.yelp.com/biz/kusanya-cafe-chicago?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/ItbqscdCLBlemaVhqcghMA/ls.jpg,https://www.yelp.com/biz/kusanya-cafe-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/t_BZAP2OCpLdapTL9Yp5uA,[object Object],Click on the arrow to explore business photos.,18.,Kusanya Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,75 reviews,$,Cafes,https://www.yelp.com/search?cflt=cafes&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 675-4758,825 W 69th St,Englewood,“This place deserves all the hype it gets. i've been coming here almost daily since starting work down the street. I always order coffee black and the quality…”,read more,https://www.yelp.com/biz/kusanya-cafe-chicago?hrid=WWf8mY6qBsPc0soo3Zbg8Q&osq=cafe,,,,,
https://www.yelp.com/biz/bridgeport-coffee-chicago-2?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/GGYlG33CVg_MzelkFaL4yQ/ls.jpg,https://www.yelp.com/biz/bridgeport-coffee-chicago-2?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/9TgZHXAB1K0iiI4X2vY6MQ,[object Object],Click on the arrow to explore business photos.,19.,Bridgeport Coffee,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,63 reviews,$,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 947-0348,5030 S Cornell Ave,Kenwood,“Been coming here once a week for years. Always get a cappuccino and really like the black bean wrap. Good place to stock up on espresso beans. I think a well…”,read more,https://www.yelp.com/biz/bridgeport-coffee-chicago-2?hrid=TDv-uVLiGd188QORqIkAEQ&osq=cafe,,,,,
https://www.yelp.com/biz/heritage-cafe-chicago?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/si-ucecalrE7kuiaw9Kdcg/ls.jpg,https://www.yelp.com/biz/heritage-cafe-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/hVkxSK5YalZLdroMm3FeKw,[object Object],Click on the arrow to explore business photos.,20.,Heritage Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3 reviews,,Cafes,https://www.yelp.com/search?cflt=cafes&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 530-0045,1849 E 79th St,South Chicago,"“Just found out about this community gem a couple of days ago. I met Colette, one the owners, who is just divine. They have great coffee and yummy treats. So…”",read more,https://www.yelp.com/biz/heritage-cafe-chicago?hrid=pTAiTjyktIOOZqkXwZMQKg&osq=cafe,,,,,
https://www.yelp.com/biz/midway-market-chicago?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/Chtv2zFcWC9kSPaD99eW_w/ls.jpg,https://www.yelp.com/biz/midway-market-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/TZgsOH3rYY6r9py3ZhdlEw,[object Object],Click on the arrow to explore business photos.,21.,Midway Market,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6 reviews,$$$$,Grocery,https://www.yelp.com/search?cflt=grocery&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 702-3347,6031 S Ellis Ave,Woodlawn,"“The Midway Market opened in the brand new South Campus Residence Hall this past fall. The Midway Market is one part coffee shop, one part convenience store,…”",read more,https://www.yelp.com/biz/midway-market-chicago?hrid=9t5aRqvzKlOZtrbaGkUgVQ&osq=cafe,",
                    ,",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Convenience Stores,https://www.yelp.com/search?cflt=convenience&find_desc=cafe&find_loc=Chicago%2C+IL+60637
https://www.yelp.com/biz/sip-and-savor-chicago-3?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/q_CGtGci4lLSo-1Utapvuw/ls.jpg,https://www.yelp.com/biz/sip-and-savor-chicago-3?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/MDZ9-KomiRar64bcSh8ouQ,[object Object],Click on the arrow to explore business photos.,22.,Sip & Savor,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,39 reviews,$$,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 855-2125,528 E 43rd St,Grand Boulevard,“I first looked up Sip & Savor after the Philadelphia Starbucks incident earlier this year. I love coffee and thought if I can support black business and my…”,read more,https://www.yelp.com/biz/sip-and-savor-chicago-3?hrid=VAmEMB1WXZTZEKF4oXuiFg&osq=cafe,,,,,
https://www.yelp.com/biz/carver-47-cafe-chicago?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/W_VuwM0tOXTwfOKY36qR4Q/ls.jpg,https://www.yelp.com/biz/carver-47-cafe-chicago?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/wII08W2x5l82vZs6EFGufA,[object Object],Click on the arrow to explore business photos.,23.,Carver 47 Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10 reviews,$$,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=Chicago%2C+IL+60637,Phone number,(773) 285-1211,1060 E 47th St,Kenwood,"“On occasion I frequent a Senegalese restaurant in Kenwood. While leaving from lunch recently, I noticed a cafe just to the west of the restaurant. Curious as…”",read more,https://www.yelp.com/biz/carver-47-cafe-chicago?hrid=jYnSCZz8o-7S_rBn3gePRQ&osq=cafe,",",Juice Bars & Smoothies,https://www.yelp.com/search?cflt=juicebars&find_desc=cafe&find_loc=Chicago%2C+IL+60637,,
