js-analytics-click href,scrollable-photos_img src,js-analytics-click href 2,scrollable-photos_img src 2,js-analytics-click href 4,icon_svg href,js-coachmark-tooltip,indexed-biz-name,biz-name,offscreen src,review-count,business-attribute,category-str-list,category-str-list 2,category-str-list href,category-str-list 3,category-str-list href 2,offscreen,biz-phone,secondary-attributes,biz-city,snippet,nowrap,nowrap href,category-str-list 4,category-str-list href 3
https://www.yelp.com/biz/morning-blend-mount-prospect-2?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/GZuHSCYPT1DTjanFIV9qjg/ls.jpg,https://www.yelp.com/biz/morning-blend-mount-prospect-2?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/0LuYHuGI8sP5Z39r1LEhzw,[object Object],Click on the arrow to explore business photos.,11.,Morning Blend,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,4 reviews,$,",",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Breakfast & Brunch,https://www.yelp.com/search?cflt=breakfast_brunch&find_desc=cafe&find_loc=60004,,,11 E Northwest Hwy,"Mount Prospect, IL","“Great coffee, great prices, minus any pretentiousness. If ""Cheers"" were a coffee shop, this is it.  Friendly owner, meet Ken, your newest bff. Service above…”",read more,https://www.yelp.com/biz/morning-blend-mount-prospect-2?hrid=yu1UCg-9NIdd6c30mw4-Zw&osq=cafe,,
https://www.yelp.com/biz/kira-euro-deli-arlington-heights?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/dUmjGjZbd64Wgg_kkZEacw/ls.jpg,https://www.yelp.com/biz/kira-euro-deli-arlington-heights?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/l6kC2yvYCuS-2PWrniCbMA,[object Object],Click on the arrow to explore business photos.,12.,Kira Euro Deli,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3 reviews,,",
                    ,",Delis,https://www.yelp.com/search?cflt=delis&find_desc=cafe&find_loc=60004,Sandwiches,https://www.yelp.com/search?cflt=sandwiches&find_desc=cafe&find_loc=60004,Phone number,(224) 735-2385,1010 W Rand Rd,"Arlington Heights, IL","“This place is a gem! Very clean store, with all Eastern European goodies you can think of. It's a family-friendly place with great selection of smoked meat and…”",read more,https://www.yelp.com/biz/kira-euro-deli-arlington-heights?hrid=ug6iiF_aWCdkr4jguXKtUQ&osq=cafe,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004
https://www.yelp.com/biz/releaf-matcha-caf%C3%A9-arlington-heights?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/7_XXdGDf7f7t7HVQ1zlEwQ/ls.jpg,https://www.yelp.com/biz/releaf-matcha-caf%C3%A9-arlington-heights?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/tpxFBQI-SyafSgshVt5X6g,[object Object],Click on the arrow to explore business photos.,13.,reLeaf matcha café,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,134 reviews,$,",",Ice Cream & Frozen Yogurt,https://www.yelp.com/search?cflt=icecream&find_desc=cafe&find_loc=60004,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Phone number,(847) 228-5435,100 E Algonquin Rd,"Arlington Heights, IL",“No line on a Wednesday afternoon. I got 2 matcha soft serve that tasted great and were such a ReLeaf on a hot day ;). You can really taste the matcha and it's…”,read more,https://www.yelp.com/biz/releaf-matcha-caf%C3%A9-arlington-heights?hrid=pmw920gMmK3inXX0i9rU0A&osq=cafe,,
https://www.yelp.com/biz/tous-les-jours-schaumburg?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/D45wV8aPNmYSS_M25Z3-DA/ls.jpg,https://www.yelp.com/biz/tous-les-jours-schaumburg?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/mlM3Jmhz02WzFrxwI6xsEQ,[object Object],Click on the arrow to explore business photos.,14.,Tous Les Jours,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,206 reviews,$,",
                    ,",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Bakeries,https://www.yelp.com/search?cflt=bakeries&find_desc=cafe&find_loc=60004,Phone number,(847) 610-3992,20 E Golf Rd,"Schaumburg, IL","“can't go wrong with this chain a d i did love this location.   plenty of seating, not crazy packed like some locations.  pastries are made very well  visual…”",read more,https://www.yelp.com/biz/tous-les-jours-schaumburg?hrid=Y6aKoAJ_IWguNjnV1O5DCQ&osq=cafe,Desserts,https://www.yelp.com/search?cflt=desserts&find_desc=cafe&find_loc=60004
https://www.yelp.com/biz/quarter-pole-coffee-arlington-heights?osq=cafe,https://s3-media2.fl.yelpcdn.com/bphoto/tghFBaWusZ9rnarkGven7g/ls.jpg,https://www.yelp.com/biz/quarter-pole-coffee-arlington-heights?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/AyV_xxzmJiCg9ZJmgi9ZeA,[object Object],Click on the arrow to explore business photos.,15.,Quarter Pole Coffee,,,$$,,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,,,,,2200 W Euclid Ave,"Arlington Heights, IL",,,,,
https://www.yelp.com/biz/long-grove-coffee-long-grove?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/2qOXpcUuGy8xf5SiS-PcIw/ls.jpg,https://www.yelp.com/biz/long-grove-coffee-long-grove?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/mxqft9s_iTRHoaQFB4_rpw,[object Object],Click on the arrow to explore business photos.,16.,Long Grove Coffee,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6 reviews,,,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,,,Phone number,(224) 352-2453,126 Old McHenry Rd,"Long Grove, IL","“I came in asked for dark toast they didnt have any, the guy running the place said I'll make you some. And he did. Great coffee, great friendly staff. Will…”",read more,https://www.yelp.com/biz/long-grove-coffee-long-grove?hrid=PP_rKSRh2eRlqR_5QNOzBg&osq=cafe,,
https://www.yelp.com/biz/local-coffee-tea-and-sweets-des-plaines?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/3XWDd4W3Lg9EHto-nsXpFA/ls.jpg,https://www.yelp.com/biz/local-coffee-tea-and-sweets-des-plaines?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/q7BScQxlPeOFSckVxpoeMg,[object Object],Click on the arrow to explore business photos.,17.,Local Coffee Tea & Sweets,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,23 reviews,$$,",
                    ,",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Bakeries,https://www.yelp.com/search?cflt=bakeries&find_desc=cafe&find_loc=60004,Phone number,(847) 824-5000,1501 Miner St,"Des Plaines, IL","“A great coffee shop! And not just for Metra commuters -- for anyone. Des Plaines has a serious shortage of good coffee (not from a chain), and Local is filling…”",read more,https://www.yelp.com/biz/local-coffee-tea-and-sweets-des-plaines?hrid=vG8Z6aKYoAecfEl8UvC9MQ&osq=cafe,Donuts,https://www.yelp.com/search?cflt=donuts&find_desc=cafe&find_loc=60004
https://www.yelp.com/biz/starbucks-arlington-heights-10?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/xmKbabCYp5SLCsK0gXxsSA/ls.jpg,https://www.yelp.com/biz/starbucks-arlington-heights-10?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/LZWgcQhjQB-LOqft6ouQIA,[object Object],Click on the arrow to explore business photos.,18.,Starbucks,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6 reviews,$,,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,,,Phone number,(224) 406-0149,115 W Rand Rd,"Arlington Heights, IL","“This Starbucks location is the BEST in the area!!!  No matter how complicated the drink, it is always right!!!  The staff are the friendliest of any Starbucks…”",read more,https://www.yelp.com/biz/starbucks-arlington-heights-10?hrid=M0HTh9JlxSjBsc-4uxv3Kw&osq=cafe,,
https://www.yelp.com/biz/handsome-bakery-and-cafe-schaumburg-3?osq=cafe,https://s3-media1.fl.yelpcdn.com/bphoto/yogHW9TLVKviwF-LiUYuGQ/ls.jpg,https://www.yelp.com/biz/handsome-bakery-and-cafe-schaumburg-3?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/Pp1cIZ7rfp6xOxko3lpeQA,[object Object],Click on the arrow to explore business photos.,19.,Handsome Bakery and Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,119 reviews,$,",
                    ,",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Bakeries,https://www.yelp.com/search?cflt=bakeries&find_desc=cafe&find_loc=60004,Phone number,(224) 653-9092,204 E Golf Rd,"Schaumburg, IL","“I got my son's cakes here twice. I love them as they're fresh and light. First cake, I just went in and bought a 7 inch from the display while the second one I…”",read more,https://www.yelp.com/biz/handsome-bakery-and-cafe-schaumburg-3?hrid=Ru2bCh7nP0Y2I6OkhwAP1Q&osq=cafe,Patisserie/Cake Shop,https://www.yelp.com/search?cflt=cakeshop&find_desc=cafe&find_loc=60004
https://www.yelp.com/biz/covered-bridge-creamery-long-grove-2?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/eNK47m0EgaUf0h6mypddiA/ls.jpg,https://www.yelp.com/biz/covered-bridge-creamery-long-grove-2?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/j-9pnrTq8-zg-gmP9-4F3Q,[object Object],Click on the arrow to explore business photos.,20.,Covered Bridge Creamery,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,38 reviews,$,",",Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Ice Cream & Frozen Yogurt,https://www.yelp.com/search?cflt=icecream&find_desc=cafe&find_loc=60004,Phone number,(847) 383-5353,320 Old McHenry Rd,"Long Grove, IL",“Such a cute ice cream and coffee shop and definitely a hidden gem on the strip! I wish there were cute places like this close to my house because I love small…”,read more,https://www.yelp.com/biz/covered-bridge-creamery-long-grove-2?hrid=pom9AW_0IFI_cl0js01fHQ&osq=cafe,,
https://www.yelp.com/biz/jazz-cafe-wheeling?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/puAQOVn0JUoOgOlny8lMxw/ls.jpg,https://www.yelp.com/biz/jazz-cafe-wheeling?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/_fjHoRBPIQxVK7EwbA-t6g,[object Object],Click on the arrow to explore business photos.,21.,Jazz Cafe,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,34 reviews,$$,",
                    ,",Russian,https://www.yelp.com/search?cflt=russian&find_desc=cafe&find_loc=60004,Ukrainian,https://www.yelp.com/search?cflt=ukrainian&find_desc=cafe&find_loc=60004,Phone number,(847) 537-5299,250 Mchenry Rd,"Wheeling, IL","“I'm not Russian, but we decided to give this place a try as we were in the neighborhood.  Started with the Norwegian herring.  My grandmother is of Swedish…”",read more,https://www.yelp.com/biz/jazz-cafe-wheeling?hrid=zlwA_TLgPten1Ym1yTqQDA&osq=cafe,Cafes,https://www.yelp.com/search?cflt=cafes&find_desc=cafe&find_loc=60004
https://www.yelp.com/biz/spunky-dunkers-arlington-heights-2?osq=cafe,https://s3-media4.fl.yelpcdn.com/bphoto/sx7XyE_7h_EiF-BU84RawA/ls.jpg,https://www.yelp.com/biz/spunky-dunkers-arlington-heights-2?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/8x8sOANx45so3AH0LatwBQ,[object Object],Click on the arrow to explore business photos.,22.,Spunky Dunkers,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,163 reviews,$,",
                    ,",Donuts,https://www.yelp.com/search?cflt=donuts&find_desc=cafe&find_loc=60004,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Phone number,(847) 255-6677,3441 N Arlington Heights Rd,"Arlington Heights, IL","“I am not a donut person. While passing by on a long drive, we decided to grab a snack bite to eat. So we ended up at Spunky Dunkers and I was impressed with…”",read more,https://www.yelp.com/biz/spunky-dunkers-arlington-heights-2?hrid=PfdaX6_6gCpifpS_UsU9-Q&osq=cafe,Ice Cream & Frozen Yogurt,https://www.yelp.com/search?cflt=icecream&find_desc=cafe&find_loc=60004
https://www.yelp.com/biz/spunky-dunkers-donuts-palatine?osq=cafe,https://s3-media3.fl.yelpcdn.com/bphoto/8ixLg9RjiYEgFLCIye3eoQ/ls.jpg,https://www.yelp.com/biz/spunky-dunkers-donuts-palatine?osq=cafe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.yelp.com/biz_photos/IcCS0SjKIN15HKNnY7CNLA,[object Object],Click on the arrow to explore business photos.,23.,Spunky Dunkers Donuts,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,343 reviews,$,",
                    ,",Donuts,https://www.yelp.com/search?cflt=donuts&find_desc=cafe&find_loc=60004,Coffee & Tea,https://www.yelp.com/search?cflt=coffee&find_desc=cafe&find_loc=60004,Phone number,(847) 358-7935,20 S Nw Hwy,"Palatine, IL",“I don't understand how I haven't reviewed this place by now. It's a classic.  Pros: doughnuts.  Cons: distance from my house.  Open 24 hours. An institution.…”,read more,https://www.yelp.com/biz/spunky-dunkers-donuts-palatine?hrid=Gl47Hy9DYeVuWC8ojLy4fA&osq=cafe,Bagels,https://www.yelp.com/search?cflt=bagels&find_desc=cafe&find_loc=60004
