,alias,categories,coordinates.latitude,coordinates.longitude,display_phone,distance,id,image_url,is_closed,location.address1,location.address2,location.address3,location.city,location.country,location.display_address,location.state,location.zip_code,name,phone,price,rating,review_count,transactions,url
10,union-submarine-shop-chicago,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]",41.8020605295897,-87.6220520585775,(773) 373-2040,153.90121198810965,3N2S9y69KfjYdpV4Is-VPQ,https://s3-media4.fl.yelpcdn.com/bphoto/R87fMWvUz5J3WTL0PgjVaQ/o.jpg,False,110 E 51st St,,,Chicago,US,"['110 E 51st St', 'Chicago, IL 60615']",IL,60615,Union Submarine Shop,+17733732040,$,4.0,9,"['delivery', 'pickup']",https://www.yelp.com/biz/union-submarine-shop-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
11,little-wok-chicago,"[{'alias': 'chinese', 'title': 'Chinese'}]",41.8018768,-87.6221662,(773) 548-8855,107.02576933881883,M6iFSOdoGk8Q17exxFPaFw,https://s3-media2.fl.yelpcdn.com/bphoto/NuuPSUCDBAgANrHmbEVDZA/o.jpg,False,103 E 51st St,,,Chicago,US,"['103 E 51st St', 'Chicago, IL 60615']",IL,60615,Little Wok,+17735488855,$,2.5,33,"['delivery', 'pickup']",https://www.yelp.com/biz/little-wok-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
12,sharks-fish-and-chicken-express-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",41.80175,-87.62215,(773) 966-6896,104.1206673439893,ujVcTlWkfaMYVfWW-mNFNg,,False,101 E 51st St,,,Chicago,US,"['101 E 51st St', 'Chicago, IL 60615']",IL,60615,Sharks Fish & Chicken Express,+17739666896,,4.5,3,"['delivery', 'pickup']",https://www.yelp.com/biz/sharks-fish-and-chicken-express-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
13,louisiana-famous-fried-chicken-chicago-3,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",41.8019351,-87.618746,(773) 538-2326,356.37920074025635,X07dhRNQjMKI8-ap1RKVYA,https://s3-media3.fl.yelpcdn.com/bphoto/zExsG3E26xomrC9FujQvag/o.jpg,False,315 E 51st St,,,Chicago,US,"['315 E 51st St', 'Chicago, IL 60615']",IL,60615,Louisiana Famous Fried Chicken,+17735382326,,3.5,6,"['delivery', 'pickup']",https://www.yelp.com/biz/louisiana-famous-fried-chicken-chicago-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
14,subway-chicago-126,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",41.8018872,-87.6218091,(773) 451-0370,134.0528742058448,24kSh0-Vbp8hupyfO5COFw,,False,115 E 51st St,,,Chicago,US,"['115 E 51st St', 'Chicago, IL 60615']",IL,60615,Subway,+17734510370,$,2.5,4,[],https://www.yelp.com/biz/subway-chicago-126?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
15,mcdonalds-chicago-70,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",41.795018,-87.62294,(773) 924-0821,642.216032130436,xJPhx0iI_ix760SUHf4DCw,https://s3-media2.fl.yelpcdn.com/bphoto/Wq18Xx5sx2NLaZxP2H3-nA/o.jpg,False,70 E Garfield,,,Chicago,US,"['70 E Garfield', 'Chicago, IL 60615']",IL,60615,McDonald's,+17739240821,$,1.0,16,[],https://www.yelp.com/biz/mcdonalds-chicago-70?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
16,subway-chicago-147,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",41.8018872,-87.6218091,(773) 538-8030,134.0528742058448,kQRhmN5Yc8Kda_5RB1aDHg,,False,115 E 51st St,,,Chicago,US,"['115 E 51st St', 'Chicago, IL 60615']",IL,60615,Subway,+17735388030,,1.0,1,[],https://www.yelp.com/biz/subway-chicago-147?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
17,sharks-fish-chicago,"[{'alias': 'seafood', 'title': 'Seafood'}]",41.8025731960903,-87.6071408753917,(773) 538-4780,354.09847065185375,7wXkGr8b8cxpyYpJ4AXTWQ,https://s3-media3.fl.yelpcdn.com/bphoto/iGaKUmX1V7SYwsiB8iItZw/o.jpg,False,5048 S Cottage Grove Ave,,,Chicago,US,"['5048 S Cottage Grove Ave', 'Chicago, IL 60615']",IL,60615,Shark's Fish,+17735384780,$,3.5,15,[],https://www.yelp.com/biz/sharks-fish-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
18,jimmys-famous-burgers-chicago-3,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",41.8025307142235,-87.6068518946979,(312) 878-8884,371.7161948246779,0YAwLyniLABlZK4jbr_siQ,https://s3-media4.fl.yelpcdn.com/bphoto/fqJ3K3cIahU5ZaOYVslbRg/o.jpg,False,5042 S Cottage Grove Ave,,,Chicago,US,"['5042 S Cottage Grove Ave', 'Chicago, IL 60615']",IL,60615,Jimmy's Famous Burgers,+13128788884,$$,3.0,20,"['pickup', 'delivery']",https://www.yelp.com/biz/jimmys-famous-burgers-chicago-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
19,subway-chicago-271,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",41.8026833793982,-87.6071342724343,(773) 536-7827,361.53903691111657,T7QK-1VKOJF-Mbpu5PjBkQ,https://s3-media3.fl.yelpcdn.com/bphoto/DiELiDutSckqu2w17pdwUw/o.jpg,False,5040 S Cottage Grove Ave,,,Chicago,US,"['5040 S Cottage Grove Ave', 'Chicago, IL 60615']",IL,60615,Subway,+17735367827,$,4.5,4,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-chicago-271?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
20,valley-of-jordan-chicago,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",41.7992651,-87.6009933,(773) 363-9810,365.6756827285418,_CKcLtHNQhO48GnrGfYWXA,https://s3-media3.fl.yelpcdn.com/bphoto/7arh_T9njtUg6eusTKZ53w/o.jpg,False,1009 E 53rd St,,,Chicago,US,"['1009 E 53rd St', 'Chicago, IL 60615']",IL,60615,Valley Of Jordan,+17733639810,$,3.5,26,"['delivery', 'pickup']",https://www.yelp.com/biz/valley-of-jordan-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
21,seven-ten-lanes-chicago,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'poolhalls', 'title': 'Pool Halls'}]",41.7947720605068,-87.600628675929,(773) 347-2695,747.5756757050962,ZKd1s7JqyYBG8DKJ72hOBg,https://s3-media2.fl.yelpcdn.com/bphoto/Tyyz-aFAAM-sa93hgW3GMA/o.jpg,False,1055 E 55th St,,,Chicago,US,"['1055 E 55th St', 'Chicago, IL 60637']",IL,60637,Seven Ten Lanes,+17733472695,$$,3.0,130,"['delivery', 'pickup']",https://www.yelp.com/biz/seven-ten-lanes-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
22,a-taste-of-jackies-soul-chicago,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",41.8009414672852,-87.5889511108398,(312) 885-7032,81.08597762584716,FtluhdxqCfhZ8jqpgfhUSg,https://s3-media3.fl.yelpcdn.com/bphoto/ygwGD3f-XPX0iaIeduo9vg/o.jpg,False,,,,Chicago,US,"['Chicago, IL 60615']",IL,60615,A Taste of Jackie's Soul,+13128857032,,3.5,3,[],https://www.yelp.com/biz/a-taste-of-jackies-soul-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
23,florence-stout-park-chicago,"[{'alias': 'parks', 'title': 'Parks'}]",41.796633140736,-87.600243149699,,589.0147415001944,SImiKOs0_XYKwGRJjpFzYQ,https://s3-media4.fl.yelpcdn.com/bphoto/Fktgetyn5Y7EBkYTWeqzIQ/o.jpg,False,5312 S Greenwood,,,Chicago,US,"['5312 S Greenwood', 'Chicago, IL 60615']",IL,60615,Florence Stout Park,,,3.0,1,[],https://www.yelp.com/biz/florence-stout-park-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
24,the-sit-down-cafe-and-sushi-bar-chicago,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'pizza', 'title': 'Pizza'}]",41.7996180687972,-87.594427254948,(773) 324-3700,370.16744537829413,3xvQksDVZQy_nCFwweyoZw,https://s3-media1.fl.yelpcdn.com/bphoto/EQei8dtUAQONmCXVl1v9Jg/o.jpg,False,1312 E 53rd St,,,Chicago,US,"['1312 E 53rd St', 'Chicago, IL 60615']",IL,60615,The Sit Down Cafe & Sushi Bar,+17733243700,$$,4.0,317,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/the-sit-down-cafe-and-sushi-bar-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
25,cedars-mediterranean-kitchen-chicago,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",41.7999084410129,-87.5962261272235,(773) 324-6227,220.3848421202136,xzI69_poJyv41psjbXlXpg,https://s3-media3.fl.yelpcdn.com/bphoto/ifBWfCcplrhiMV0Q-4TcJA/o.jpg,False,1206 E 53rd St,,,Chicago,US,"['1206 E 53rd St', 'Chicago, IL 60615']",IL,60615,Cedars Mediterranean Kitchen,+17733246227,$$,3.5,261,"['delivery', 'pickup']",https://www.yelp.com/biz/cedars-mediterranean-kitchen-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
26,harolds-chicken-shack-chicago-29,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",41.79982,-87.5962,(773) 752-9260,226.41377110858355,cexclggtFDUfHzg2y9b8RQ,https://s3-media1.fl.yelpcdn.com/bphoto/oTuCC3KHsHNMieuH42vblg/o.jpg,False,1208 E 53rd St,,,Chicago,US,"['1208 E 53rd St', 'Chicago, IL 60615']",IL,60615,Harold's Chicken Shack,+17737529260,$,3.0,250,"['delivery', 'pickup']",https://www.yelp.com/biz/harolds-chicken-shack-chicago-29?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
27,lstc-refectory-chicago-2,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",41.795710987436,-87.5984633193176,(773) 256-0702,565.1059805665359,6XTCsnjpa_fC_yjvvGbXQQ,https://s3-media4.fl.yelpcdn.com/bphoto/yNiE1pU_C5-XL0N9LiAb2g/o.jpg,False,1100 E 55th St,,,Chicago,US,"['1100 E 55th St', 'Chicago, IL 60615']",IL,60615,LSTC Refectory,+17732560702,$,5.0,52,[],https://www.yelp.com/biz/lstc-refectory-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
28,nile-restaurant-chicago,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",41.795194271094,-87.5970609234034,(773) 324-9499,635.4793768921078,5CenCRB4sw_VqYCChpgh8w,https://s3-media2.fl.yelpcdn.com/bphoto/vkJUQKZfDT0xNAkbvt-mFQ/o.jpg,False,1162 E 55th St,,,Chicago,US,"['1162 E 55th St', 'Chicago, IL 60615']",IL,60615,Nile Restaurant,+17733249499,$$,4.0,153,"['delivery', 'pickup']",https://www.yelp.com/biz/nile-restaurant-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
29,bbq-supply-co-chicago-6,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cookingclasses', 'title': 'Cooking Classes'}]",41.7994050339847,-87.59497,(872) 244-3913,349.7531989734375,GlsL0MhgG9AnB1wKCGLhcw,https://s3-media3.fl.yelpcdn.com/bphoto/Jqgql4yT9N91o3Ij9Dsg1w/o.jpg,False,1301 E 53rd St,,,Chicago,US,"['1301 E 53rd St', 'Chicago, IL 60615']",IL,60615,BBQ Supply Co.,+18722443913,$$,3.5,98,"['delivery', 'pickup']",https://www.yelp.com/biz/bbq-supply-co-chicago-6?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
30,antoni-1-grill-and-catering-chicago,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",41.7996149,-87.5946571,(872) 465-3701,359.45979857199063,X3mjbvJgB7egD8beQE2Y8w,https://s3-media2.fl.yelpcdn.com/bphoto/3OvqKoOhvCCtDKxs3yzjWQ/o.jpg,False,1310 E 53rd St,,,Chicago,US,"['1310 E 53rd St', 'Chicago, IL 60615']",IL,60615,Antoni 1 Grill & Catering,+18724653701,$,4.5,39,[],https://www.yelp.com/biz/antoni-1-grill-and-catering-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
31,pockets-chicago-27,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'pizza', 'title': 'Pizza'}]",41.7993481547402,-87.5946462906723,(773) 667-1313,365.392897422365,CkAbUyp08qTl5MPuN6IFAg,https://s3-media1.fl.yelpcdn.com/bphoto/KRARgWQJLVV9-efaILaM5Q/o.jpg,False,1307 E 53rd St,,,Chicago,US,"['1307 E 53rd St', 'Chicago, IL 60615']",IL,60615,Pockets,+17736671313,$,3.5,71,[],https://www.yelp.com/biz/pockets-chicago-27?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
32,nella-pizza-e-pasta-chicago-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",41.794959,-87.598314,(773) 643-0603,649.0508038226875,fSIyKnmerhOcQFC2rP7O-A,https://s3-media3.fl.yelpcdn.com/bphoto/XjeWRa5cUebEmuzw2uqMrw/o.jpg,False,1125 E 55th St,,,Chicago,US,"['1125 E 55th St', 'Chicago, IL 60615']",IL,60615,Nella Pizza e Pasta,+17736430603,$$,4.0,85,['restaurant_reservation'],https://www.yelp.com/biz/nella-pizza-e-pasta-chicago-2?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
33,woodlawn-tap-chicago,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]",41.7952007039879,-87.5968811334164,(773) 643-5516,637.9529522837237,-TvHWlV0LeTZH_MvjpqysQ,https://s3-media1.fl.yelpcdn.com/bphoto/fzDwKNDK5RL8diq8LkyC_g/o.jpg,False,1172 E 55th St,,,Chicago,US,"['1172 E 55th St', 'Chicago, IL 60615']",IL,60615,Woodlawn Tap,+17736435516,$,3.5,136,[],https://www.yelp.com/biz/woodlawn-tap-chicago?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
34,leonas-pizza-and-italian-restaurant-chicago-5,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",41.7998955447217,-87.5952323368751,(773) 363-2600,296.88623512114265,4eK8NfVS48tbhDw5qGZFMQ,https://s3-media2.fl.yelpcdn.com/bphoto/Gu9DpQl7QVHatlijtehFPg/o.jpg,False,1236 E 53rd St,,,Chicago,US,"['1236 E 53rd St', 'Chicago, IL 60615']",IL,60615,Leona's Pizza & Italian Restaurant,+17733632600,$$,2.5,211,"['delivery', 'pickup']",https://www.yelp.com/biz/leonas-pizza-and-italian-restaurant-chicago-5?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
35,teamo-boba-bar-chicago-3,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",41.7948851,-87.5990599,(773) 947-6547,671.6628511228602,TZyMOAThow2bJqXcvaJAAg,https://s3-media1.fl.yelpcdn.com/bphoto/3L8mB9KMyqQ0-ZrVP75QEg/o.jpg,False,1115 E 55th St,,,Chicago,US,"['1115 E 55th St', 'Chicago, IL 60615']",IL,60615,Te'amo Boba Bar,+17739476547,$$,4.0,32,[],https://www.yelp.com/biz/teamo-boba-bar-chicago-3?adjust_creative=SXx9bG0UkxQJeJodZNyk4Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SXx9bG0UkxQJeJodZNyk4Q
